,age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
42729,40,admin.,married,tertiary,no,1108,no,no,cellular,26,jan,228,1,92,5,failure,no
22752,34,technician,married,tertiary,no,11126,no,no,cellular,25,aug,140,4,-1,0,,no
39736,35,admin.,single,tertiary,no,777,no,yes,cellular,28,may,85,1,-1,0,,no
11456,37,blue-collar,married,primary,no,253,yes,no,,19,jun,145,2,-1,0,,no
37867,50,management,single,secondary,no,4527,yes,no,cellular,14,may,140,1,-1,0,,no
31713,50,services,single,secondary,no,1716,yes,no,cellular,7,apr,272,1,-1,0,,no
16241,40,services,divorced,secondary,no,-81,no,yes,cellular,23,jul,186,1,-1,0,,no
36288,58,services,married,secondary,no,1301,yes,no,cellular,11,may,261,1,286,2,failure,no
25270,39,unemployed,married,tertiary,no,1108,yes,no,cellular,18,nov,191,2,-1,0,,no
10357,36,blue-collar,married,primary,no,4138,no,no,,12,jun,174,1,-1,0,,no
9191,59,housemaid,married,primary,no,500,no,no,,5,jun,94,1,-1,0,,no
7691,51,technician,married,secondary,no,4924,yes,no,,30,may,448,1,-1,0,,no
23657,34,management,single,tertiary,no,4348,yes,no,cellular,28,aug,373,8,-1,0,,no
44474,47,management,married,tertiary,no,2306,no,no,telephone,6,aug,239,4,-1,0,,yes
22913,44,blue-collar,married,secondary,no,268,no,no,cellular,26,aug,127,5,-1,0,,no
18180,47,management,married,tertiary,no,337,no,no,telephone,30,jul,300,5,-1,0,,no
8539,39,self-employed,single,tertiary,no,1132,yes,no,,3,jun,216,1,-1,0,,no
20881,47,housemaid,married,primary,no,183,no,no,cellular,13,aug,144,1,-1,0,,no
3221,56,retired,married,secondary,no,1894,yes,no,,15,may,189,1,-1,0,,no
11738,52,housemaid,divorced,primary,no,1697,no,no,,20,jun,153,1,-1,0,,no
8640,28,services,single,primary,no,302,no,no,,3,jun,248,9,-1,0,,no
5064,35,management,married,tertiary,no,1631,yes,no,,21,may,83,2,-1,0,,no
44669,88,retired,married,primary,no,648,no,no,telephone,3,sep,318,1,-1,0,,no
11092,50,services,married,secondary,no,1134,no,no,,18,jun,53,2,-1,0,,no
27497,34,management,single,tertiary,no,2343,no,no,telephone,21,nov,39,9,-1,0,,no
24012,33,technician,married,secondary,no,23,no,no,cellular,29,aug,53,4,-1,0,,no
7382,31,technician,married,secondary,no,222,yes,no,,29,may,251,4,-1,0,,no
30081,30,services,married,secondary,no,357,yes,no,cellular,4,feb,215,3,253,4,failure,no
12245,49,,married,secondary,no,4846,no,no,,20,jun,638,9,-1,0,,no
7949,32,admin.,divorced,secondary,no,-417,no,no,,30,may,25,5,-1,0,,no
25526,41,management,married,tertiary,no,1495,yes,no,cellular,19,nov,210,2,-1,0,,no
25300,31,management,single,secondary,yes,0,no,no,cellular,18,nov,129,2,-1,0,,no
6907,29,management,married,tertiary,no,8089,yes,no,,28,may,314,2,-1,0,,no
29687,56,blue-collar,married,primary,no,284,no,yes,telephone,3,feb,124,4,204,4,failure,no
38876,26,management,single,tertiary,yes,-130,yes,no,cellular,18,may,216,1,-1,0,,no
23468,52,blue-collar,married,primary,no,-27,no,no,cellular,28,aug,51,8,-1,0,,no
17887,43,blue-collar,married,secondary,no,511,yes,no,cellular,30,jul,67,7,-1,0,,no
8836,27,entrepreneur,single,tertiary,no,0,yes,no,,4,jun,103,2,-1,0,,no
4387,38,management,single,tertiary,no,690,yes,no,,20,may,34,1,-1,0,,no
36203,58,admin.,divorced,secondary,no,3058,yes,no,telephone,11,may,114,1,368,1,failure,no
11715,48,management,married,tertiary,no,5320,yes,no,,20,jun,792,1,-1,0,,yes
35285,21,technician,single,secondary,no,64,yes,no,cellular,7,may,16,1,-1,0,,no
26990,33,admin.,married,tertiary,no,-1011,no,no,cellular,21,nov,134,1,-1,0,,no
20967,33,technician,married,secondary,no,620,no,no,cellular,14,aug,106,2,-1,0,,no
24902,41,services,married,secondary,no,446,yes,no,cellular,18,nov,296,1,186,1,success,no
25632,32,admin.,single,secondary,no,10218,yes,no,cellular,19,nov,149,2,-1,0,,no
28185,33,management,divorced,tertiary,no,893,yes,no,cellular,29,jan,259,1,259,9,failure,no
8722,59,management,divorced,tertiary,no,1611,yes,no,,4,jun,107,2,-1,0,,no
33168,34,entrepreneur,married,secondary,yes,-538,yes,no,cellular,20,apr,428,1,-1,0,,no
22010,49,admin.,married,secondary,no,2465,no,no,cellular,20,aug,157,3,-1,0,,no
5158,23,blue-collar,single,primary,no,965,yes,no,,21,may,1161,4,-1,0,,no
40663,21,student,single,secondary,no,491,no,no,cellular,6,aug,161,1,-1,0,,no
18028,53,self-employed,married,primary,no,4576,no,no,telephone,30,jul,82,2,-1,0,,no
10415,44,management,single,tertiary,no,3355,yes,no,,12,jun,312,2,-1,0,,no
28997,56,unemployed,married,secondary,no,0,no,no,telephone,2,feb,492,1,-1,0,,yes
26750,42,management,married,tertiary,no,9009,no,no,cellular,20,nov,135,2,-1,0,,no
28546,26,blue-collar,married,secondary,no,145,no,no,cellular,29,jan,309,2,-1,0,,no
14367,42,services,married,secondary,no,-369,no,no,cellular,14,jul,72,3,-1,0,,no
30629,31,blue-collar,married,secondary,no,492,yes,no,cellular,6,feb,99,1,-1,0,,no
23821,46,management,married,tertiary,no,1008,no,no,cellular,29,aug,24,13,-1,0,,no
1122,41,blue-collar,married,primary,no,258,yes,no,,7,may,252,1,-1,0,,no
21279,36,management,single,tertiary,no,1283,no,no,cellular,18,aug,92,5,-1,0,,no
35253,36,management,single,tertiary,no,-679,yes,yes,cellular,7,may,172,1,93,1,failure,no
37579,34,blue-collar,married,secondary,no,529,yes,no,cellular,14,may,325,1,351,3,failure,no
23985,47,management,single,tertiary,no,124,no,no,cellular,29,aug,14,15,-1,0,,no
1238,24,services,married,secondary,no,620,yes,no,,8,may,144,1,-1,0,,no
5569,31,management,single,tertiary,no,357,yes,no,,23,may,77,3,-1,0,,no
30607,35,admin.,divorced,secondary,no,627,yes,no,cellular,6,feb,298,6,275,2,failure,no
20138,33,management,divorced,tertiary,no,348,no,no,cellular,11,aug,71,2,-1,0,,no
39213,22,management,single,tertiary,no,103,yes,no,cellular,18,may,130,2,-1,0,,no
12756,27,services,single,secondary,no,266,no,yes,cellular,7,jul,232,1,-1,0,,no
40484,36,admin.,married,secondary,no,110,yes,yes,cellular,7,jul,94,1,-1,0,,no
1194,43,management,married,tertiary,no,870,yes,yes,,8,may,528,1,-1,0,,no
40646,25,student,single,secondary,no,41,yes,no,telephone,5,aug,100,2,93,2,failure,no
10538,52,management,married,primary,no,740,no,no,,16,jun,206,1,-1,0,,no
15112,37,management,married,tertiary,no,50,no,yes,cellular,17,jul,105,1,-1,0,,no
18442,46,services,married,secondary,no,998,yes,no,cellular,31,jul,126,2,-1,0,,no
20531,49,management,married,tertiary,no,350,no,no,cellular,12,aug,238,6,-1,0,,no
781,47,blue-collar,married,secondary,no,1001,yes,no,,7,may,201,4,-1,0,,no
2971,40,entrepreneur,married,secondary,no,264,yes,no,,14,may,222,2,-1,0,,no
19302,48,services,married,primary,no,483,no,no,cellular,6,aug,119,2,-1,0,,no
7031,41,services,married,secondary,no,803,yes,no,,28,may,88,3,-1,0,,no
19570,46,retired,married,secondary,no,23,yes,yes,cellular,7,aug,122,2,-1,0,,no
40971,44,technician,divorced,secondary,no,14,no,no,cellular,13,aug,234,1,-1,0,,yes
24462,53,admin.,divorced,tertiary,no,493,yes,yes,cellular,17,nov,64,3,-1,0,,no
11490,51,entrepreneur,married,primary,no,4711,no,no,,19,jun,253,1,-1,0,,no
6652,31,admin.,single,secondary,no,162,yes,no,,28,may,247,1,-1,0,,no
6066,43,services,married,secondary,no,278,yes,no,,26,may,14,20,-1,0,,no
7707,41,services,married,secondary,no,96,yes,no,,30,may,136,2,-1,0,,no
11645,45,entrepreneur,married,tertiary,no,0,yes,no,,20,jun,50,2,-1,0,,no
39483,50,services,divorced,secondary,no,641,no,no,cellular,25,may,128,3,-1,0,,no
13786,35,services,single,secondary,no,25,yes,no,cellular,10,jul,144,1,-1,0,,no
16698,47,self-employed,married,tertiary,no,751,no,no,cellular,24,jul,408,14,-1,0,,no
31181,25,admin.,single,tertiary,no,3730,yes,no,cellular,27,feb,353,1,-1,0,,yes
35171,36,blue-collar,married,secondary,no,89,yes,no,cellular,7,may,62,6,366,2,failure,no
2167,24,blue-collar,married,secondary,no,951,yes,no,,12,may,744,2,-1,0,,no
27644,48,management,married,tertiary,no,7825,no,no,telephone,21,nov,77,5,-1,0,,no
42794,52,blue-collar,married,primary,no,306,no,no,cellular,28,jan,223,1,-1,0,,yes
19039,46,technician,divorced,secondary,no,648,no,no,cellular,5,aug,281,1,-1,0,,no
19697,33,management,single,tertiary,no,605,no,no,cellular,7,aug,452,3,-1,0,,no
24437,58,admin.,married,secondary,no,3735,no,no,cellular,17,nov,91,2,-1,0,,no
21051,30,management,single,secondary,no,1299,no,no,cellular,14,aug,515,2,-1,0,,no
36153,31,technician,single,secondary,no,0,yes,no,cellular,11,may,163,1,370,1,failure,no
6849,30,blue-collar,married,primary,no,-518,yes,yes,,28,may,244,6,-1,0,,no
36372,37,technician,married,primary,no,1653,yes,yes,cellular,11,may,285,2,349,10,failure,no
29297,67,retired,married,tertiary,no,2841,no,no,cellular,2,feb,62,1,-1,0,,no
19332,48,admin.,married,secondary,no,490,no,no,cellular,6,aug,136,2,-1,0,,no
37627,28,student,single,tertiary,no,170,no,no,telephone,14,may,16,5,-1,0,,no
39928,33,technician,divorced,tertiary,no,0,yes,no,cellular,2,jun,72,1,-1,0,,no
23425,47,blue-collar,married,tertiary,no,1707,no,no,cellular,27,aug,71,7,-1,0,,no
22039,43,technician,divorced,tertiary,no,1088,no,no,cellular,20,aug,341,3,-1,0,,no
41923,87,retired,divorced,primary,no,6746,no,no,telephone,21,oct,749,1,-1,0,,yes
42446,22,student,single,secondary,no,120,no,no,cellular,7,dec,245,5,-1,0,,no
7959,59,management,married,primary,no,396,yes,no,,2,jun,72,3,-1,0,,no
35885,48,admin.,married,,no,0,yes,no,cellular,8,may,85,1,168,2,failure,no
36629,24,blue-collar,married,secondary,no,1470,yes,no,cellular,12,may,212,1,-1,0,,no
22666,59,blue-collar,married,primary,no,6271,yes,no,cellular,25,aug,102,5,-1,0,,no
16855,54,retired,married,secondary,no,1371,no,no,telephone,25,jul,1492,2,-1,0,,yes
29300,29,admin.,single,secondary,no,-498,yes,no,cellular,2,feb,99,3,227,14,failure,no
14526,29,entrepreneur,married,secondary,no,926,yes,no,cellular,15,jul,169,2,-1,0,,no
28349,56,blue-collar,married,primary,no,420,yes,no,cellular,29,jan,129,1,265,1,failure,no
26855,31,unemployed,single,secondary,no,0,no,no,cellular,20,nov,324,5,-1,0,,no
10968,42,student,married,,no,2374,no,no,,17,jun,158,2,-1,0,,no
27362,34,technician,divorced,secondary,no,7,yes,yes,cellular,21,nov,94,2,199,1,failure,no
3249,47,management,married,primary,no,52,yes,yes,,15,may,140,1,-1,0,,no
41163,26,management,single,tertiary,no,3704,no,no,cellular,19,aug,238,4,-1,0,,yes
7910,55,admin.,married,secondary,no,139,yes,no,,30,may,26,25,-1,0,,no
13169,34,self-employed,divorced,,no,28,no,yes,cellular,8,jul,245,1,-1,0,,no
6149,32,blue-collar,married,secondary,yes,-238,yes,no,,27,may,427,1,-1,0,,no
36128,33,services,married,secondary,no,4789,yes,yes,cellular,11,may,220,1,339,4,failure,no
17756,59,services,married,primary,no,4295,no,no,telephone,29,jul,129,3,-1,0,,no
16692,33,management,divorced,tertiary,no,990,yes,no,cellular,24,jul,1491,2,-1,0,,yes
16173,59,services,married,secondary,no,292,no,yes,cellular,22,jul,246,4,-1,0,,no
7836,40,management,single,tertiary,no,402,yes,no,,30,may,243,3,-1,0,,no
26844,56,services,married,secondary,no,4763,yes,no,telephone,20,nov,233,4,115,6,failure,no
6200,31,services,married,secondary,no,-641,yes,yes,,27,may,296,2,-1,0,,no
16832,41,services,divorced,secondary,no,1838,yes,yes,telephone,24,jul,242,4,-1,0,,no
15237,29,services,married,secondary,no,23,no,no,cellular,17,jul,57,4,-1,0,,no
24893,46,unemployed,single,secondary,no,836,no,no,cellular,18,nov,95,1,-1,0,,no
2175,29,services,single,secondary,no,-72,yes,no,,12,may,208,1,-1,0,,no
24251,54,technician,married,secondary,no,465,yes,yes,cellular,17,nov,92,1,-1,0,,no
1711,38,entrepreneur,married,secondary,no,2139,yes,no,,9,may,576,1,-1,0,,no
36499,43,admin.,single,secondary,no,277,yes,no,cellular,12,may,315,2,363,1,failure,no
22087,40,technician,single,secondary,no,572,no,no,cellular,21,aug,971,2,-1,0,,no
17958,50,blue-collar,married,secondary,no,917,yes,no,cellular,30,jul,58,2,-1,0,,no
27095,52,technician,married,secondary,no,230,yes,yes,cellular,21,nov,89,4,-1,0,,no
41560,46,management,married,tertiary,no,7331,no,no,cellular,11,sep,658,4,95,2,other,yes
15854,34,services,married,secondary,no,5,yes,no,cellular,21,jul,59,4,-1,0,,no
25847,38,blue-collar,single,,no,5338,no,no,telephone,19,nov,201,1,-1,0,,no
14034,38,technician,single,secondary,no,373,yes,no,cellular,11,jul,404,1,-1,0,,no
358,40,blue-collar,married,secondary,no,211,yes,no,,5,may,216,4,-1,0,,no
35616,28,services,single,secondary,no,805,yes,no,cellular,7,may,148,5,336,7,other,no
3730,45,blue-collar,married,primary,no,804,yes,no,,16,may,528,1,-1,0,,yes
21378,30,management,single,secondary,no,2143,yes,yes,cellular,18,aug,514,10,-1,0,,no
12274,50,admin.,single,secondary,no,1318,no,yes,,24,jun,146,3,-1,0,,no
7543,36,management,single,tertiary,no,7606,yes,no,,30,may,917,1,-1,0,,yes
31064,53,management,divorced,tertiary,no,2152,no,no,cellular,13,feb,75,3,-1,0,,yes
8266,33,admin.,single,secondary,no,0,yes,no,,2,jun,32,2,-1,0,,no
29249,58,management,divorced,tertiary,no,5701,no,no,cellular,2,feb,521,1,-1,0,,yes
25303,34,admin.,married,secondary,no,353,no,yes,cellular,18,nov,126,3,-1,0,,no
21751,44,management,married,tertiary,no,1802,no,no,telephone,19,aug,105,5,-1,0,,no
20370,55,services,married,secondary,no,2120,no,no,cellular,11,aug,236,3,-1,0,,no
11391,58,blue-collar,married,primary,no,0,yes,no,,19,jun,573,1,-1,0,,no
4345,48,services,divorced,secondary,no,858,yes,no,,19,may,353,4,-1,0,,no
18491,55,services,married,secondary,no,3546,yes,yes,cellular,31,jul,268,2,-1,0,,no
21209,45,technician,single,tertiary,no,0,no,no,cellular,18,aug,773,4,-1,0,,yes
22179,30,technician,single,secondary,no,0,no,no,cellular,21,aug,166,4,-1,0,,no
32695,48,management,married,tertiary,no,408,yes,no,cellular,17,apr,132,1,-1,0,,no
2131,34,technician,single,secondary,no,-89,yes,no,,12,may,209,1,-1,0,,no
12067,39,blue-collar,married,secondary,no,-1002,yes,no,,20,jun,9,5,-1,0,,no
22333,32,technician,single,secondary,no,-420,no,no,cellular,22,aug,586,2,-1,0,,no
11935,51,management,married,tertiary,no,-265,yes,no,,20,jun,435,4,-1,0,,no
22771,54,blue-collar,married,secondary,no,983,no,no,cellular,25,aug,54,6,-1,0,,no
23085,41,management,single,tertiary,no,236,no,no,cellular,26,aug,72,4,-1,0,,no
38691,46,blue-collar,married,primary,no,494,yes,no,cellular,15,may,131,3,365,1,other,no
3972,28,blue-collar,single,secondary,no,1112,yes,no,,16,may,827,2,-1,0,,no
38134,35,management,single,tertiary,no,3000,yes,no,cellular,15,may,162,3,-1,0,,no
40545,34,technician,single,tertiary,no,783,no,no,cellular,8,jul,281,1,-1,0,,no
27619,33,management,single,tertiary,no,3821,no,no,cellular,21,nov,201,5,-1,0,,no
38235,43,services,married,secondary,no,-1,yes,no,cellular,15,may,51,1,311,2,failure,no
5825,39,blue-collar,married,primary,no,519,yes,yes,,26,may,117,1,-1,0,,no
26617,58,retired,married,tertiary,no,5087,no,no,cellular,20,nov,63,2,154,1,failure,no
4718,36,services,married,secondary,no,183,yes,no,,20,may,103,3,-1,0,,no
18362,52,management,married,tertiary,no,4358,no,no,telephone,31,jul,30,7,-1,0,,no
22617,41,management,divorced,tertiary,no,369,yes,no,telephone,22,aug,9,3,-1,0,,no
17399,54,technician,married,secondary,no,1938,no,yes,cellular,28,jul,551,3,-1,0,,yes
21687,33,self-employed,married,secondary,no,47,no,no,cellular,19,aug,168,2,-1,0,,no
22615,31,technician,single,secondary,no,-466,no,no,cellular,22,aug,142,1,-1,0,,no
4094,30,blue-collar,single,primary,no,71,yes,no,,19,may,122,6,-1,0,,no
33667,43,blue-collar,married,secondary,no,514,yes,yes,cellular,20,apr,34,2,-1,0,,no
5293,32,management,single,tertiary,no,3050,yes,no,,23,may,298,1,-1,0,,no
4262,49,blue-collar,married,primary,no,1536,yes,no,,19,may,400,2,-1,0,,no
40894,43,management,single,tertiary,no,1806,yes,no,cellular,12,aug,161,2,-1,0,,no
9329,44,management,single,secondary,no,13,no,no,,6,jun,116,11,-1,0,,no
34585,40,services,married,secondary,no,0,yes,no,cellular,5,may,184,1,334,2,failure,no
37732,40,blue-collar,married,primary,no,3705,yes,no,cellular,14,may,23,1,332,1,failure,no
623,59,retired,married,primary,no,-119,yes,no,,6,may,289,1,-1,0,,no
44381,38,technician,single,tertiary,no,1727,no,no,telephone,2,aug,141,2,185,6,other,no
39508,32,services,single,secondary,no,152,yes,no,cellular,25,may,158,2,-1,0,,yes
32447,66,retired,married,tertiary,no,525,no,no,telephone,16,apr,287,1,-1,0,,no
30102,27,student,single,,no,468,no,no,cellular,4,feb,270,2,-1,0,,no
39662,47,admin.,divorced,secondary,no,2232,no,no,cellular,27,may,439,1,103,1,success,yes
19919,30,management,single,tertiary,no,0,no,no,cellular,8,aug,88,5,-1,0,,no
40589,30,admin.,single,secondary,no,110,no,no,cellular,28,jul,132,4,-1,0,,no
38190,48,management,married,tertiary,yes,-13,yes,no,cellular,15,may,20,6,291,2,other,no
24897,42,blue-collar,married,secondary,no,1958,yes,no,cellular,18,nov,129,1,172,3,failure,no
4639,32,admin.,married,primary,no,1351,yes,no,,20,may,325,3,-1,0,,no
39178,28,technician,single,secondary,no,3,no,no,telephone,18,may,40,8,349,6,failure,no
11661,46,housemaid,married,primary,no,4064,no,no,,20,jun,62,4,-1,0,,no
25031,51,retired,single,tertiary,no,730,yes,no,,18,nov,287,2,-1,0,,no
27693,34,blue-collar,married,primary,no,2720,yes,no,cellular,21,nov,147,2,179,3,failure,no
8527,28,blue-collar,married,secondary,no,269,yes,no,,3,jun,615,1,-1,0,,no
21227,35,technician,married,secondary,no,-1041,yes,yes,cellular,18,aug,105,4,-1,0,,no
31277,36,management,single,tertiary,no,811,no,no,cellular,6,mar,229,1,-1,0,,yes
8775,25,services,single,secondary,no,556,yes,yes,,4,jun,361,1,-1,0,,no
22785,53,services,married,secondary,no,1461,no,no,cellular,25,aug,262,6,-1,0,,no
19978,51,services,married,primary,no,0,no,no,cellular,8,aug,121,2,-1,0,,no
15841,30,blue-collar,married,secondary,no,62,no,no,cellular,21,jul,241,3,-1,0,,no
23960,41,technician,married,secondary,no,593,no,no,cellular,29,aug,95,6,-1,0,,no
9935,37,blue-collar,married,primary,no,4997,no,no,,9,jun,172,2,-1,0,,no
43291,74,retired,married,tertiary,no,1843,no,no,cellular,15,mar,192,1,185,2,success,yes
35501,46,entrepreneur,married,tertiary,no,193,yes,no,cellular,7,may,201,8,-1,0,,no
967,29,services,single,secondary,no,703,yes,no,,7,may,129,5,-1,0,,no
28875,42,blue-collar,married,secondary,no,0,yes,no,cellular,30,jan,82,2,-1,0,,no
13098,32,blue-collar,single,secondary,no,-197,no,yes,cellular,8,jul,99,1,-1,0,,no
17075,41,blue-collar,married,secondary,no,113,no,no,cellular,25,jul,92,15,-1,0,,no
18421,45,services,married,secondary,no,27,yes,yes,cellular,31,jul,43,2,-1,0,,no
34196,28,unemployed,single,primary,no,236,no,no,cellular,4,may,193,1,87,3,failure,yes
1926,41,services,married,secondary,no,510,yes,no,,9,may,231,2,-1,0,,no
1095,43,entrepreneur,married,primary,no,526,yes,no,,7,may,79,4,-1,0,,no
31295,30,management,single,tertiary,no,4808,no,no,cellular,10,mar,272,1,-1,0,,yes
7788,35,management,single,tertiary,no,0,yes,no,,30,may,147,1,-1,0,,no
16532,55,management,divorced,tertiary,no,36,no,no,cellular,23,jul,111,2,-1,0,,no
13704,39,blue-collar,married,secondary,no,1309,no,yes,telephone,10,jul,37,1,-1,0,,no
43127,34,technician,married,tertiary,no,31,no,no,,24,feb,108,1,-1,0,,no
12676,34,services,married,secondary,no,295,yes,yes,cellular,4,jul,64,1,-1,0,,no
1816,43,management,married,tertiary,no,291,yes,no,,9,may,150,2,-1,0,,no
18830,45,management,married,secondary,no,1098,no,no,cellular,4,aug,75,1,-1,0,,no
15914,55,management,married,tertiary,no,36,no,yes,cellular,22,jul,46,3,-1,0,,no
26234,35,self-employed,single,tertiary,no,935,yes,no,cellular,20,nov,71,1,176,2,failure,no
36792,57,admin.,single,secondary,no,3551,yes,no,cellular,12,may,458,1,-1,0,,yes
15068,48,housemaid,married,primary,no,379,no,no,cellular,17,jul,402,2,-1,0,,no
12630,40,blue-collar,married,primary,no,13,yes,no,,4,jul,178,1,-1,0,,no
19589,53,blue-collar,married,primary,no,787,yes,yes,cellular,7,aug,119,2,-1,0,,no
25324,56,technician,single,tertiary,no,12539,no,no,cellular,18,nov,259,1,-1,0,,no
44182,56,blue-collar,married,secondary,no,813,yes,yes,,14,jul,71,1,-1,0,,no
17113,32,services,married,secondary,no,252,yes,yes,cellular,25,jul,148,4,-1,0,,no
43134,58,management,married,tertiary,no,4606,no,no,telephone,24,feb,601,2,-1,0,,no
34631,33,technician,divorced,secondary,no,1480,yes,no,cellular,5,may,223,1,-1,0,,no
26382,31,services,single,secondary,no,900,yes,no,cellular,20,nov,321,2,190,4,other,no
39660,29,self-employed,married,tertiary,no,2305,no,no,cellular,27,may,82,2,-1,0,,no
