,age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome
16698,47,self-employed,married,tertiary,no,751,no,no,cellular,24,jul,408,14,-1,0,
31181,25,admin.,single,tertiary,no,3730,yes,no,cellular,27,feb,353,1,-1,0,
35171,36,blue-collar,married,secondary,no,89,yes,no,cellular,7,may,62,6,366,2,failure
2167,24,blue-collar,married,secondary,no,951,yes,no,,12,may,744,2,-1,0,
27644,48,management,married,tertiary,no,7825,no,no,telephone,21,nov,77,5,-1,0,
42794,52,blue-collar,married,primary,no,306,no,no,cellular,28,jan,223,1,-1,0,
19039,46,technician,divorced,secondary,no,648,no,no,cellular,5,aug,281,1,-1,0,
19697,33,management,single,tertiary,no,605,no,no,cellular,7,aug,452,3,-1,0,
24437,58,admin.,married,secondary,no,3735,no,no,cellular,17,nov,91,2,-1,0,
21051,30,management,single,secondary,no,1299,no,no,cellular,14,aug,515,2,-1,0,
36153,31,technician,single,secondary,no,0,yes,no,cellular,11,may,163,1,370,1,failure
6849,30,blue-collar,married,primary,no,-518,yes,yes,,28,may,244,6,-1,0,
36372,37,technician,married,primary,no,1653,yes,yes,cellular,11,may,285,2,349,10,failure
29297,67,retired,married,tertiary,no,2841,no,no,cellular,2,feb,62,1,-1,0,
19332,48,admin.,married,secondary,no,490,no,no,cellular,6,aug,136,2,-1,0,
37627,28,student,single,tertiary,no,170,no,no,telephone,14,may,16,5,-1,0,
39928,33,technician,divorced,tertiary,no,0,yes,no,cellular,2,jun,72,1,-1,0,
23425,47,blue-collar,married,tertiary,no,1707,no,no,cellular,27,aug,71,7,-1,0,
22039,43,technician,divorced,tertiary,no,1088,no,no,cellular,20,aug,341,3,-1,0,
41923,87,retired,divorced,primary,no,6746,no,no,telephone,21,oct,749,1,-1,0,
42446,22,student,single,secondary,no,120,no,no,cellular,7,dec,245,5,-1,0,
7959,59,management,married,primary,no,396,yes,no,,2,jun,72,3,-1,0,
35885,48,admin.,married,,no,0,yes,no,cellular,8,may,85,1,168,2,failure
36629,24,blue-collar,married,secondary,no,1470,yes,no,cellular,12,may,212,1,-1,0,
22666,59,blue-collar,married,primary,no,6271,yes,no,cellular,25,aug,102,5,-1,0,
16855,54,retired,married,secondary,no,1371,no,no,telephone,25,jul,1492,2,-1,0,
29300,29,admin.,single,secondary,no,-498,yes,no,cellular,2,feb,99,3,227,14,failure
14526,29,entrepreneur,married,secondary,no,926,yes,no,cellular,15,jul,169,2,-1,0,
28349,56,blue-collar,married,primary,no,420,yes,no,cellular,29,jan,129,1,265,1,failure
26855,31,unemployed,single,secondary,no,0,no,no,cellular,20,nov,324,5,-1,0,
10968,42,student,married,,no,2374,no,no,,17,jun,158,2,-1,0,
27362,34,technician,divorced,secondary,no,7,yes,yes,cellular,21,nov,94,2,199,1,failure
3249,47,management,married,primary,no,52,yes,yes,,15,may,140,1,-1,0,
41163,26,management,single,tertiary,no,3704,no,no,cellular,19,aug,238,4,-1,0,
7910,55,admin.,married,secondary,no,139,yes,no,,30,may,26,25,-1,0,
13169,34,self-employed,divorced,,no,28,no,yes,cellular,8,jul,245,1,-1,0,
6149,32,blue-collar,married,secondary,yes,-238,yes,no,,27,may,427,1,-1,0,
36128,33,services,married,secondary,no,4789,yes,yes,cellular,11,may,220,1,339,4,failure
17756,59,services,married,primary,no,4295,no,no,telephone,29,jul,129,3,-1,0,
16692,33,management,divorced,tertiary,no,990,yes,no,cellular,24,jul,1491,2,-1,0,
16173,59,services,married,secondary,no,292,no,yes,cellular,22,jul,246,4,-1,0,
7836,40,management,single,tertiary,no,402,yes,no,,30,may,243,3,-1,0,
26844,56,services,married,secondary,no,4763,yes,no,telephone,20,nov,233,4,115,6,failure
6200,31,services,married,secondary,no,-641,yes,yes,,27,may,296,2,-1,0,
16832,41,services,divorced,secondary,no,1838,yes,yes,telephone,24,jul,242,4,-1,0,
15237,29,services,married,secondary,no,23,no,no,cellular,17,jul,57,4,-1,0,
24893,46,unemployed,single,secondary,no,836,no,no,cellular,18,nov,95,1,-1,0,
2175,29,services,single,secondary,no,-72,yes,no,,12,may,208,1,-1,0,
24251,54,technician,married,secondary,no,465,yes,yes,cellular,17,nov,92,1,-1,0,
1711,38,entrepreneur,married,secondary,no,2139,yes,no,,9,may,576,1,-1,0,
36499,43,admin.,single,secondary,no,277,yes,no,cellular,12,may,315,2,363,1,failure
22087,40,technician,single,secondary,no,572,no,no,cellular,21,aug,971,2,-1,0,
17958,50,blue-collar,married,secondary,no,917,yes,no,cellular,30,jul,58,2,-1,0,
27095,52,technician,married,secondary,no,230,yes,yes,cellular,21,nov,89,4,-1,0,
41560,46,management,married,tertiary,no,7331,no,no,cellular,11,sep,658,4,95,2,other
15854,34,services,married,secondary,no,5,yes,no,cellular,21,jul,59,4,-1,0,
25847,38,blue-collar,single,,no,5338,no,no,telephone,19,nov,201,1,-1,0,
14034,38,technician,single,secondary,no,373,yes,no,cellular,11,jul,404,1,-1,0,
358,40,blue-collar,married,secondary,no,211,yes,no,,5,may,216,4,-1,0,
35616,28,services,single,secondary,no,805,yes,no,cellular,7,may,148,5,336,7,other
3730,45,blue-collar,married,primary,no,804,yes,no,,16,may,528,1,-1,0,
21378,30,management,single,secondary,no,2143,yes,yes,cellular,18,aug,514,10,-1,0,
12274,50,admin.,single,secondary,no,1318,no,yes,,24,jun,146,3,-1,0,
7543,36,management,single,tertiary,no,7606,yes,no,,30,may,917,1,-1,0,
31064,53,management,divorced,tertiary,no,2152,no,no,cellular,13,feb,75,3,-1,0,
8266,33,admin.,single,secondary,no,0,yes,no,,2,jun,32,2,-1,0,
29249,58,management,divorced,tertiary,no,5701,no,no,cellular,2,feb,521,1,-1,0,
25303,34,admin.,married,secondary,no,353,no,yes,cellular,18,nov,126,3,-1,0,
21751,44,management,married,tertiary,no,1802,no,no,telephone,19,aug,105,5,-1,0,
20370,55,services,married,secondary,no,2120,no,no,cellular,11,aug,236,3,-1,0,
11391,58,blue-collar,married,primary,no,0,yes,no,,19,jun,573,1,-1,0,
4345,48,services,divorced,secondary,no,858,yes,no,,19,may,353,4,-1,0,
18491,55,services,married,secondary,no,3546,yes,yes,cellular,31,jul,268,2,-1,0,
21209,45,technician,single,tertiary,no,0,no,no,cellular,18,aug,773,4,-1,0,
22179,30,technician,single,secondary,no,0,no,no,cellular,21,aug,166,4,-1,0,
32695,48,management,married,tertiary,no,408,yes,no,cellular,17,apr,132,1,-1,0,
2131,34,technician,single,secondary,no,-89,yes,no,,12,may,209,1,-1,0,
12067,39,blue-collar,married,secondary,no,-1002,yes,no,,20,jun,9,5,-1,0,
22333,32,technician,single,secondary,no,-420,no,no,cellular,22,aug,586,2,-1,0,
11935,51,management,married,tertiary,no,-265,yes,no,,20,jun,435,4,-1,0,
22771,54,blue-collar,married,secondary,no,983,no,no,cellular,25,aug,54,6,-1,0,
23085,41,management,single,tertiary,no,236,no,no,cellular,26,aug,72,4,-1,0,
38691,46,blue-collar,married,primary,no,494,yes,no,cellular,15,may,131,3,365,1,other
3972,28,blue-collar,single,secondary,no,1112,yes,no,,16,may,827,2,-1,0,
38134,35,management,single,tertiary,no,3000,yes,no,cellular,15,may,162,3,-1,0,
40545,34,technician,single,tertiary,no,783,no,no,cellular,8,jul,281,1,-1,0,
27619,33,management,single,tertiary,no,3821,no,no,cellular,21,nov,201,5,-1,0,
38235,43,services,married,secondary,no,-1,yes,no,cellular,15,may,51,1,311,2,failure
5825,39,blue-collar,married,primary,no,519,yes,yes,,26,may,117,1,-1,0,
26617,58,retired,married,tertiary,no,5087,no,no,cellular,20,nov,63,2,154,1,failure
4718,36,services,married,secondary,no,183,yes,no,,20,may,103,3,-1,0,
18362,52,management,married,tertiary,no,4358,no,no,telephone,31,jul,30,7,-1,0,
22617,41,management,divorced,tertiary,no,369,yes,no,telephone,22,aug,9,3,-1,0,
17399,54,technician,married,secondary,no,1938,no,yes,cellular,28,jul,551,3,-1,0,
21687,33,self-employed,married,secondary,no,47,no,no,cellular,19,aug,168,2,-1,0,
22615,31,technician,single,secondary,no,-466,no,no,cellular,22,aug,142,1,-1,0,
4094,30,blue-collar,single,primary,no,71,yes,no,,19,may,122,6,-1,0,
33667,43,blue-collar,married,secondary,no,514,yes,yes,cellular,20,apr,34,2,-1,0,
5293,32,management,single,tertiary,no,3050,yes,no,,23,may,298,1,-1,0,
4262,49,blue-collar,married,primary,no,1536,yes,no,,19,may,400,2,-1,0,
40894,43,management,single,tertiary,no,1806,yes,no,cellular,12,aug,161,2,-1,0,
9329,44,management,single,secondary,no,13,no,no,,6,jun,116,11,-1,0,
34585,40,services,married,secondary,no,0,yes,no,cellular,5,may,184,1,334,2,failure
37732,40,blue-collar,married,primary,no,3705,yes,no,cellular,14,may,23,1,332,1,failure
623,59,retired,married,primary,no,-119,yes,no,,6,may,289,1,-1,0,
44381,38,technician,single,tertiary,no,1727,no,no,telephone,2,aug,141,2,185,6,other
39508,32,services,single,secondary,no,152,yes,no,cellular,25,may,158,2,-1,0,
32447,66,retired,married,tertiary,no,525,no,no,telephone,16,apr,287,1,-1,0,
30102,27,student,single,,no,468,no,no,cellular,4,feb,270,2,-1,0,
39662,47,admin.,divorced,secondary,no,2232,no,no,cellular,27,may,439,1,103,1,success
19919,30,management,single,tertiary,no,0,no,no,cellular,8,aug,88,5,-1,0,
40589,30,admin.,single,secondary,no,110,no,no,cellular,28,jul,132,4,-1,0,
38190,48,management,married,tertiary,yes,-13,yes,no,cellular,15,may,20,6,291,2,other
24897,42,blue-collar,married,secondary,no,1958,yes,no,cellular,18,nov,129,1,172,3,failure
4639,32,admin.,married,primary,no,1351,yes,no,,20,may,325,3,-1,0,
39178,28,technician,single,secondary,no,3,no,no,telephone,18,may,40,8,349,6,failure
11661,46,housemaid,married,primary,no,4064,no,no,,20,jun,62,4,-1,0,
25031,51,retired,single,tertiary,no,730,yes,no,,18,nov,287,2,-1,0,
27693,34,blue-collar,married,primary,no,2720,yes,no,cellular,21,nov,147,2,179,3,failure
8527,28,blue-collar,married,secondary,no,269,yes,no,,3,jun,615,1,-1,0,
21227,35,technician,married,secondary,no,-1041,yes,yes,cellular,18,aug,105,4,-1,0,
31277,36,management,single,tertiary,no,811,no,no,cellular,6,mar,229,1,-1,0,
8775,25,services,single,secondary,no,556,yes,yes,,4,jun,361,1,-1,0,
22785,53,services,married,secondary,no,1461,no,no,cellular,25,aug,262,6,-1,0,
19978,51,services,married,primary,no,0,no,no,cellular,8,aug,121,2,-1,0,
15841,30,blue-collar,married,secondary,no,62,no,no,cellular,21,jul,241,3,-1,0,
23960,41,technician,married,secondary,no,593,no,no,cellular,29,aug,95,6,-1,0,
9935,37,blue-collar,married,primary,no,4997,no,no,,9,jun,172,2,-1,0,
43291,74,retired,married,tertiary,no,1843,no,no,cellular,15,mar,192,1,185,2,success
35501,46,entrepreneur,married,tertiary,no,193,yes,no,cellular,7,may,201,8,-1,0,
967,29,services,single,secondary,no,703,yes,no,,7,may,129,5,-1,0,
28875,42,blue-collar,married,secondary,no,0,yes,no,cellular,30,jan,82,2,-1,0,
13098,32,blue-collar,single,secondary,no,-197,no,yes,cellular,8,jul,99,1,-1,0,
17075,41,blue-collar,married,secondary,no,113,no,no,cellular,25,jul,92,15,-1,0,
18421,45,services,married,secondary,no,27,yes,yes,cellular,31,jul,43,2,-1,0,
34196,28,unemployed,single,primary,no,236,no,no,cellular,4,may,193,1,87,3,failure
1926,41,services,married,secondary,no,510,yes,no,,9,may,231,2,-1,0,
1095,43,entrepreneur,married,primary,no,526,yes,no,,7,may,79,4,-1,0,
31295,30,management,single,tertiary,no,4808,no,no,cellular,10,mar,272,1,-1,0,
7788,35,management,single,tertiary,no,0,yes,no,,30,may,147,1,-1,0,
16532,55,management,divorced,tertiary,no,36,no,no,cellular,23,jul,111,2,-1,0,
13704,39,blue-collar,married,secondary,no,1309,no,yes,telephone,10,jul,37,1,-1,0,
43127,34,technician,married,tertiary,no,31,no,no,,24,feb,108,1,-1,0,
12676,34,services,married,secondary,no,295,yes,yes,cellular,4,jul,64,1,-1,0,
1816,43,management,married,tertiary,no,291,yes,no,,9,may,150,2,-1,0,
18830,45,management,married,secondary,no,1098,no,no,cellular,4,aug,75,1,-1,0,
15914,55,management,married,tertiary,no,36,no,yes,cellular,22,jul,46,3,-1,0,
26234,35,self-employed,single,tertiary,no,935,yes,no,cellular,20,nov,71,1,176,2,failure
36792,57,admin.,single,secondary,no,3551,yes,no,cellular,12,may,458,1,-1,0,
15068,48,housemaid,married,primary,no,379,no,no,cellular,17,jul,402,2,-1,0,
12630,40,blue-collar,married,primary,no,13,yes,no,,4,jul,178,1,-1,0,
19589,53,blue-collar,married,primary,no,787,yes,yes,cellular,7,aug,119,2,-1,0,
25324,56,technician,single,tertiary,no,12539,no,no,cellular,18,nov,259,1,-1,0,
44182,56,blue-collar,married,secondary,no,813,yes,yes,,14,jul,71,1,-1,0,
17113,32,services,married,secondary,no,252,yes,yes,cellular,25,jul,148,4,-1,0,
43134,58,management,married,tertiary,no,4606,no,no,telephone,24,feb,601,2,-1,0,
34631,33,technician,divorced,secondary,no,1480,yes,no,cellular,5,may,223,1,-1,0,
26382,31,services,single,secondary,no,900,yes,no,cellular,20,nov,321,2,190,4,other
39660,29,self-employed,married,tertiary,no,2305,no,no,cellular,27,may,82,2,-1,0,
40901,64,blue-collar,married,primary,no,1904,no,no,telephone,12,aug,67,2,-1,0,
37710,26,admin.,single,secondary,yes,-930,yes,no,cellular,14,may,786,1,-1,0,
14687,42,services,married,secondary,no,0,no,no,cellular,15,jul,194,4,-1,0,
28365,41,blue-collar,married,secondary,no,16,no,no,cellular,29,jan,553,2,-1,0,
9131,45,blue-collar,married,primary,no,1227,no,no,,5,jun,127,3,-1,0,
31576,41,management,divorced,tertiary,no,902,yes,no,cellular,3,apr,134,1,-1,0,
14136,58,housemaid,divorced,primary,no,0,no,no,cellular,11,jul,965,2,-1,0,
11876,36,technician,married,secondary,no,0,yes,no,,20,jun,156,7,-1,0,
43293,25,student,single,,no,839,no,no,cellular,15,mar,109,1,181,2,other
23513,33,management,married,secondary,no,333,no,no,cellular,28,aug,80,6,-1,0,
7693,36,unemployed,single,tertiary,no,577,yes,no,,30,may,155,1,-1,0,
18826,47,management,married,tertiary,no,0,no,no,cellular,4,aug,491,1,-1,0,
8592,27,blue-collar,single,secondary,no,6010,yes,no,,3,jun,604,1,-1,0,
14593,42,blue-collar,single,secondary,no,-178,yes,no,cellular,15,jul,178,3,-1,0,
13780,39,technician,single,secondary,no,709,yes,no,cellular,10,jul,441,1,-1,0,
23878,39,management,married,tertiary,no,0,no,no,cellular,29,aug,94,2,-1,0,
19148,51,blue-collar,married,secondary,no,2918,no,no,cellular,5,aug,193,2,-1,0,
38641,31,admin.,single,secondary,no,862,yes,no,cellular,15,may,47,2,-1,0,
32902,33,services,married,secondary,no,-124,no,no,cellular,17,apr,150,2,325,1,failure
27001,35,technician,single,secondary,no,196,yes,no,cellular,21,nov,318,1,-1,0,
10822,50,blue-collar,married,primary,no,2190,no,no,,17,jun,269,1,-1,0,
20667,54,management,divorced,tertiary,no,1037,no,no,cellular,12,aug,612,4,-1,0,
15188,35,technician,married,secondary,no,-67,yes,no,cellular,17,jul,160,6,-1,0,
37513,55,technician,married,tertiary,no,639,yes,no,telephone,13,may,992,5,370,3,other
10369,47,services,married,secondary,no,137,no,no,,12,jun,112,1,-1,0,
12770,28,management,single,tertiary,no,0,no,no,cellular,7,jul,94,1,-1,0,
171,44,services,married,secondary,no,1357,yes,yes,,5,may,250,1,-1,0,
45040,34,technician,married,secondary,no,159,yes,no,cellular,18,oct,252,1,-1,0,
12876,29,services,married,secondary,no,-597,no,no,cellular,7,jul,500,2,-1,0,
28822,57,management,divorced,tertiary,no,2549,no,no,cellular,30,jan,456,3,197,2,failure
30907,66,retired,married,primary,no,206,no,no,cellular,9,feb,479,1,-1,0,
3805,32,blue-collar,married,secondary,no,1197,yes,yes,,16,may,241,1,-1,0,
23670,36,technician,divorced,tertiary,no,466,no,no,cellular,28,aug,171,1,-1,0,
34339,56,retired,married,primary,no,9367,no,no,cellular,4,may,617,2,-1,0,
30837,40,admin.,married,secondary,no,100,yes,no,cellular,9,feb,38,8,-1,0,
28644,26,admin.,single,secondary,no,1200,no,no,cellular,29,jan,232,3,-1,0,
3491,47,admin.,married,secondary,no,257,yes,no,,15,may,484,11,-1,0,
19185,50,services,married,,no,37,no,no,cellular,5,aug,307,4,-1,0,
40208,35,management,married,tertiary,no,925,no,no,cellular,8,jun,200,4,-1,0,
41679,26,student,single,secondary,no,6036,no,no,cellular,1,oct,152,1,-1,0,
23725,58,blue-collar,married,primary,no,6762,no,no,cellular,28,aug,9,25,-1,0,
10845,46,housemaid,married,primary,no,17,no,no,,17,jun,72,1,-1,0,
10320,51,services,married,secondary,no,209,no,no,,12,jun,93,1,-1,0,
10898,44,blue-collar,married,secondary,no,1678,yes,no,,17,jun,120,1,-1,0,
36984,33,technician,married,secondary,no,241,yes,no,cellular,13,may,1108,3,-1,0,
31476,46,management,divorced,tertiary,no,507,yes,no,cellular,1,apr,1196,1,-1,0,
34616,53,admin.,divorced,secondary,no,0,yes,no,cellular,5,may,246,1,344,1,failure
22393,53,technician,married,secondary,no,0,no,no,cellular,22,aug,77,9,-1,0,
22083,36,technician,single,secondary,no,310,no,no,cellular,21,aug,115,2,-1,0,
20589,35,management,married,tertiary,no,1511,yes,no,cellular,12,aug,226,4,-1,0,
6455,41,technician,married,secondary,no,-274,yes,no,,27,may,182,3,-1,0,
15725,46,management,single,tertiary,no,2154,yes,no,cellular,21,jul,87,4,-1,0,
43701,27,blue-collar,single,secondary,no,535,no,no,cellular,13,may,159,1,87,3,success
9401,60,technician,married,tertiary,no,0,no,no,,6,jun,320,1,-1,0,
23438,58,management,single,tertiary,no,21,no,no,telephone,28,aug,315,19,-1,0,
40228,42,services,married,tertiary,no,4216,no,no,cellular,12,jun,186,2,-1,0,
35435,40,unemployed,divorced,secondary,no,193,yes,no,cellular,7,may,195,1,357,1,failure
15167,29,admin.,married,secondary,no,453,yes,no,cellular,17,jul,384,4,-1,0,
44299,33,management,single,tertiary,no,373,no,yes,cellular,27,jul,267,1,180,4,failure
31666,44,blue-collar,married,secondary,no,647,yes,no,cellular,6,apr,276,2,-1,0,
29569,38,admin.,married,secondary,no,384,no,no,cellular,3,feb,387,1,-1,0,
41460,42,management,single,tertiary,no,0,no,no,cellular,7,sep,99,1,-1,0,
8277,31,technician,single,secondary,no,1170,yes,no,,2,jun,120,2,-1,0,
22826,35,technician,single,secondary,no,-816,no,no,cellular,25,aug,54,19,-1,0,
2653,55,management,married,secondary,no,0,yes,no,,13,may,309,2,-1,0,
33052,49,technician,married,,no,1359,no,no,cellular,17,apr,119,3,-1,0,
41493,26,management,single,tertiary,no,1094,yes,no,cellular,8,sep,137,1,-1,0,
38932,24,admin.,single,secondary,no,120,yes,no,cellular,18,may,145,1,-1,0,
24826,36,technician,married,secondary,no,154,yes,no,cellular,18,nov,231,1,96,2,other
23041,60,blue-collar,married,primary,no,11,no,no,telephone,26,aug,15,10,-1,0,
9509,36,housemaid,single,tertiary,no,561,no,no,,6,jun,274,2,-1,0,
28542,48,management,divorced,tertiary,no,657,no,yes,cellular,29,jan,251,2,-1,0,
12655,26,blue-collar,single,secondary,no,177,no,yes,,4,jul,235,1,-1,0,
13781,38,admin.,single,secondary,no,2246,yes,no,cellular,10,jul,370,1,-1,0,
30237,32,technician,married,secondary,no,3322,yes,no,cellular,5,feb,588,2,175,2,failure
4121,32,unemployed,married,secondary,no,2996,yes,no,,19,may,68,1,-1,0,
431,42,management,married,tertiary,no,1680,yes,no,,6,may,765,1,-1,0,
4786,32,blue-collar,married,primary,no,-457,yes,yes,,21,may,288,1,-1,0,
31583,42,entrepreneur,married,tertiary,no,2249,yes,no,telephone,3,apr,362,2,136,6,failure
44583,24,student,single,secondary,no,431,no,no,cellular,19,aug,418,11,185,5,success
15341,47,admin.,married,secondary,no,26,no,yes,cellular,18,jul,71,3,-1,0,
31349,68,retired,single,,no,518,no,no,cellular,17,mar,74,1,-1,0,
37719,23,admin.,single,secondary,no,21,yes,yes,cellular,14,may,183,3,-1,0,
18205,34,technician,single,tertiary,no,184,yes,no,cellular,30,jul,87,3,-1,0,
2296,39,admin.,single,secondary,no,1242,yes,no,,12,may,303,3,-1,0,
39012,22,student,single,secondary,no,330,yes,no,cellular,18,may,105,1,-1,0,
5854,36,blue-collar,divorced,secondary,no,-140,yes,no,,26,may,222,2,-1,0,
13225,30,admin.,divorced,secondary,no,4,no,no,cellular,8,jul,61,3,-1,0,
13354,43,technician,married,secondary,no,48,yes,no,cellular,8,jul,89,1,-1,0,
14663,43,technician,single,tertiary,no,1154,no,no,cellular,15,jul,603,11,-1,0,
37619,31,admin.,single,secondary,no,1270,yes,no,cellular,14,may,291,1,364,1,other
11134,56,blue-collar,married,secondary,no,3760,no,no,,18,jun,243,3,-1,0,
12615,31,blue-collar,married,secondary,no,33,no,no,,4,jul,165,2,-1,0,
36788,30,blue-collar,single,secondary,no,0,yes,no,cellular,12,may,271,1,349,4,failure
18856,52,blue-collar,married,,no,742,no,no,cellular,4,aug,629,1,-1,0,
18975,54,retired,married,secondary,no,763,no,no,cellular,4,aug,389,2,-1,0,
36819,42,blue-collar,married,primary,no,-407,yes,yes,cellular,12,may,829,7,-1,0,
34044,29,technician,married,secondary,no,132,yes,yes,cellular,30,apr,88,1,-1,0,
34070,25,technician,married,tertiary,no,400,no,no,cellular,30,apr,352,1,-1,0,
