age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
26,self-employed,single,secondary,no,1242,yes,no,cellular,5,feb,205,2,253,2,success,no
56,blue-collar,married,primary,no,1798,yes,no,,29,may,228,3,-1,0,,no
34,blue-collar,single,secondary,yes,-369,yes,no,,23,may,353,2,-1,0,,no
37,blue-collar,single,primary,no,12130,yes,no,,18,jun,429,13,-1,0,,no
50,technician,married,secondary,no,2,yes,yes,cellular,14,jul,171,3,-1,0,,no
50,blue-collar,divorced,primary,no,602,yes,no,cellular,31,jul,225,2,-1,0,,no
40,admin.,married,secondary,no,220,yes,no,,30,jun,69,3,-1,0,,no
44,management,married,tertiary,no,1034,no,no,cellular,17,nov,73,1,-1,0,,no
53,management,divorced,tertiary,no,269,no,no,cellular,6,aug,347,2,-1,0,,no
30,technician,single,secondary,no,518,yes,no,,2,jun,21,1,-1,0,,no
53,self-employed,divorced,secondary,no,8112,yes,yes,cellular,20,nov,64,1,-1,0,,no
44,blue-collar,single,secondary,no,36,yes,no,,8,may,712,1,-1,0,,no
30,services,married,secondary,no,357,yes,no,cellular,4,feb,215,3,253,4,failure,no
51,management,married,secondary,no,335,no,no,cellular,22,apr,234,1,-1,0,,no
54,blue-collar,married,secondary,no,524,yes,no,,15,may,55,1,-1,0,,no
56,retired,divorced,tertiary,no,2370,no,no,cellular,23,jul,376,1,-1,0,,no
37,blue-collar,married,primary,no,240,yes,no,cellular,11,may,259,1,370,2,other,no
31,services,single,secondary,no,456,yes,no,cellular,28,jul,322,11,-1,0,,no
28,self-employed,single,tertiary,no,25,no,no,cellular,9,jul,618,1,-1,0,,no
53,admin.,divorced,tertiary,no,493,yes,yes,cellular,17,nov,64,3,-1,0,,no
30,technician,single,tertiary,no,53,no,no,cellular,29,apr,375,1,-1,0,,yes
57,management,married,tertiary,yes,1218,yes,no,cellular,18,jul,317,6,-1,0,,no
45,unemployed,married,tertiary,no,1148,no,no,cellular,19,nov,782,2,-1,0,,no
41,management,married,tertiary,no,72,yes,no,,7,may,764,3,-1,0,,no
37,blue-collar,married,secondary,no,1818,yes,no,,20,jun,193,11,-1,0,,no
46,blue-collar,married,primary,no,252,yes,no,,15,may,570,2,-1,0,,no
37,admin.,married,secondary,no,7,yes,no,cellular,27,may,224,7,105,1,other,no
42,management,divorced,tertiary,no,1622,yes,no,cellular,12,aug,158,2,-1,0,,no
41,technician,married,secondary,no,77,yes,no,cellular,7,may,56,1,-1,0,,no
53,admin.,married,secondary,no,2924,no,no,cellular,19,nov,800,6,-1,0,,no
42,entrepreneur,married,tertiary,no,337,yes,yes,cellular,18,nov,63,3,-1,0,,no
35,management,single,tertiary,no,1494,yes,no,cellular,6,may,311,1,169,2,success,no
42,blue-collar,married,primary,no,505,yes,no,,14,may,521,2,-1,0,,no
59,blue-collar,married,secondary,no,-139,no,no,cellular,18,jul,33,1,-1,0,,no
55,management,divorced,tertiary,no,0,no,no,cellular,18,nov,120,2,-1,0,,no
35,unemployed,married,primary,no,4564,yes,no,telephone,5,feb,508,1,-1,0,,no
53,entrepreneur,married,tertiary,no,54,yes,yes,cellular,6,may,123,1,169,1,failure,no
38,services,single,secondary,no,895,yes,no,cellular,12,may,1531,1,-1,0,,yes
50,management,married,tertiary,no,258,no,no,cellular,12,aug,246,6,-1,0,,no
31,technician,single,secondary,yes,25,no,no,cellular,2,feb,381,1,-1,0,,no
25,technician,married,secondary,no,-276,yes,no,,4,jun,105,1,-1,0,,no
24,blue-collar,married,secondary,no,951,yes,no,,12,may,744,2,-1,0,,no
33,admin.,single,secondary,no,-300,yes,yes,cellular,25,jul,184,1,-1,0,,no
51,housemaid,married,primary,no,492,yes,no,,20,may,142,3,-1,0,,no
50,blue-collar,married,primary,no,2590,yes,no,telephone,20,nov,281,2,195,6,failure,no
50,technician,divorced,,no,2794,no,no,cellular,12,aug,1336,2,-1,0,,yes
46,technician,divorced,secondary,no,119,yes,no,,27,may,106,1,-1,0,,no
37,blue-collar,single,secondary,no,1672,yes,no,cellular,11,jul,484,1,-1,0,,no
32,management,single,tertiary,no,3097,yes,no,cellular,20,nov,167,1,-1,0,,no
37,management,married,secondary,no,80,no,no,cellular,27,aug,155,3,-1,0,,no
39,management,divorced,tertiary,no,1968,no,no,cellular,21,nov,648,1,-1,0,,yes
43,blue-collar,married,primary,no,3917,no,no,cellular,3,jun,725,2,93,1,success,yes
75,retired,married,tertiary,no,6027,no,no,cellular,14,may,809,1,179,4,success,yes
57,retired,married,primary,no,641,no,yes,telephone,30,jan,124,4,-1,0,,no
54,unemployed,married,secondary,no,377,no,no,cellular,8,apr,1134,1,-1,0,,yes
31,blue-collar,divorced,primary,no,158,yes,no,,28,may,157,1,-1,0,,no
73,retired,married,,no,739,no,no,cellular,11,sep,210,1,-1,0,,yes
45,management,married,tertiary,no,1293,no,no,telephone,16,jul,188,3,-1,0,,no
24,blue-collar,single,secondary,no,-424,yes,no,cellular,20,apr,10,6,-1,0,,no
31,unemployed,single,secondary,no,0,no,no,cellular,20,nov,324,5,-1,0,,no
39,management,married,tertiary,no,1241,yes,no,cellular,5,jun,138,2,-1,0,,no
51,blue-collar,divorced,primary,no,1927,no,yes,cellular,16,jul,322,4,-1,0,,no
41,technician,single,tertiary,no,6029,yes,no,,14,may,254,2,-1,0,,no
32,admin.,divorced,secondary,no,-417,no,no,,30,may,25,5,-1,0,,no
36,management,single,tertiary,no,1379,no,no,cellular,25,may,189,1,186,1,failure,yes
49,self-employed,married,tertiary,no,147,no,yes,cellular,2,feb,559,1,189,4,failure,no
32,services,single,secondary,no,-341,no,no,cellular,15,may,339,1,345,3,failure,no
58,blue-collar,married,secondary,no,584,no,no,cellular,28,jan,339,1,-1,0,,no
35,unemployed,single,tertiary,no,2340,no,no,cellular,31,jul,420,9,-1,0,,no
57,entrepreneur,married,primary,no,6,yes,no,cellular,24,jul,126,6,-1,0,,no
32,technician,married,secondary,no,-410,yes,yes,cellular,12,may,179,3,-1,0,,no
36,management,divorced,tertiary,no,1057,no,no,cellular,5,feb,383,2,-1,0,,no
27,technician,single,secondary,no,527,yes,no,,9,may,118,1,-1,0,,no
58,admin.,married,secondary,no,1464,yes,yes,,5,jun,53,29,-1,0,,no
46,entrepreneur,married,tertiary,no,193,yes,no,cellular,7,may,201,8,-1,0,,no
33,management,divorced,tertiary,no,348,no,no,cellular,11,aug,71,2,-1,0,,no
30,technician,single,tertiary,no,3,yes,no,cellular,6,may,45,2,169,2,failure,no
30,admin.,married,secondary,no,166,no,no,,14,jun,30,1,-1,0,,no
46,blue-collar,married,secondary,no,524,yes,no,telephone,5,may,15,7,-1,0,,no
36,management,single,tertiary,no,7606,yes,no,,30,may,917,1,-1,0,,yes
55,,married,secondary,no,1785,no,no,cellular,11,aug,339,3,-1,0,,no
32,blue-collar,married,primary,no,1064,yes,no,,12,may,326,1,-1,0,,no
54,self-employed,divorced,tertiary,no,1323,no,no,,20,jun,47,4,-1,0,,no
34,blue-collar,single,secondary,no,1351,yes,no,cellular,14,may,334,2,-1,0,,no
44,blue-collar,married,secondary,no,85,yes,no,,9,may,116,2,-1,0,,no
37,services,married,secondary,no,1776,yes,yes,cellular,17,apr,224,1,-1,0,,no
42,technician,single,secondary,no,-15,no,no,,25,jun,71,1,-1,0,,no
36,unemployed,married,tertiary,no,7222,yes,no,cellular,3,jun,86,1,-1,0,,no
41,technician,married,secondary,no,801,no,no,cellular,28,aug,65,4,-1,0,,no
36,technician,married,tertiary,no,183,yes,no,,16,may,360,1,-1,0,,no
36,services,single,secondary,no,-253,yes,no,cellular,14,apr,1073,1,-1,0,,yes
32,technician,single,tertiary,no,8047,yes,no,cellular,28,aug,16,13,-1,0,,no
36,entrepreneur,married,tertiary,no,84,no,yes,cellular,15,jul,306,14,-1,0,,no
31,blue-collar,married,secondary,no,1599,yes,no,,21,may,49,1,-1,0,,no
49,services,divorced,secondary,no,315,yes,no,,9,may,117,2,-1,0,,no
54,housemaid,divorced,tertiary,no,9,no,yes,cellular,29,jul,136,3,-1,0,,no
28,student,single,tertiary,no,385,yes,no,telephone,18,may,203,5,-1,0,,no
37,technician,single,tertiary,no,3943,no,no,cellular,19,nov,37,1,-1,0,,no
49,self-employed,married,tertiary,no,99,yes,yes,cellular,31,aug,83,1,-1,0,,no
37,services,married,secondary,no,2915,no,no,cellular,26,may,314,2,-1,0,,no
29,entrepreneur,married,secondary,yes,-388,yes,no,cellular,18,jul,411,3,-1,0,,no
38,admin.,single,secondary,no,2246,yes,no,cellular,10,jul,370,1,-1,0,,no
48,technician,married,secondary,no,5,no,no,,9,jun,65,6,-1,0,,no
51,management,divorced,tertiary,no,93,yes,yes,cellular,6,may,221,1,-1,0,,no
30,self-employed,single,tertiary,no,0,yes,no,cellular,5,may,57,1,301,1,failure,no
29,services,divorced,secondary,no,590,yes,no,,30,may,76,2,-1,0,,no
40,services,married,,no,-516,yes,no,cellular,8,may,272,1,364,2,failure,no
49,blue-collar,married,primary,no,130,no,no,,30,may,139,2,-1,0,,no
57,services,married,primary,no,2893,no,no,cellular,8,aug,207,2,-1,0,,no
31,technician,divorced,secondary,no,105,yes,no,cellular,16,jul,72,1,-1,0,,no
36,self-employed,single,secondary,no,15,no,no,cellular,18,nov,186,2,-1,0,,no
43,housemaid,married,secondary,no,150,no,no,telephone,28,jul,290,7,-1,0,,no
41,management,married,tertiary,no,1072,yes,no,cellular,7,may,199,1,-1,0,,no
44,management,married,primary,no,4758,yes,no,cellular,22,jul,712,6,-1,0,,yes
46,admin.,married,secondary,no,0,no,yes,cellular,10,aug,225,1,-1,0,,no
39,blue-collar,married,secondary,no,3045,no,no,cellular,4,feb,260,2,-1,0,,no
27,housemaid,married,primary,no,275,yes,no,cellular,14,may,196,2,-1,0,,no
61,blue-collar,married,primary,no,7879,no,no,telephone,28,jul,186,9,-1,0,,no
43,technician,married,secondary,no,422,yes,no,cellular,12,may,181,2,300,1,failure,no
47,technician,divorced,secondary,no,-105,no,no,telephone,28,aug,192,2,-1,0,,no
33,self-employed,divorced,tertiary,no,454,no,yes,cellular,18,nov,134,1,-1,0,,no
28,blue-collar,single,secondary,no,802,yes,no,,28,may,195,3,-1,0,,no
31,technician,single,secondary,no,849,yes,yes,,13,may,295,2,-1,0,,no
53,management,single,tertiary,no,1074,yes,no,,15,may,523,2,-1,0,,no
49,blue-collar,married,primary,no,247,no,yes,cellular,22,jul,283,1,-1,0,,no
38,management,married,tertiary,no,1463,yes,no,cellular,25,aug,425,4,-1,0,,no
33,technician,married,secondary,no,241,yes,no,cellular,13,may,1108,3,-1,0,,no
84,entrepreneur,married,secondary,no,0,no,no,telephone,30,sep,992,2,-1,0,,yes
46,technician,divorced,tertiary,no,-243,no,yes,cellular,18,jul,251,5,-1,0,,no
51,management,divorced,secondary,no,-35,yes,no,cellular,8,may,498,1,263,5,failure,no
53,management,divorced,secondary,no,28,yes,no,cellular,6,may,135,2,289,1,failure,no
44,management,married,tertiary,no,2400,yes,no,,15,may,74,1,-1,0,,no
40,admin.,married,secondary,no,947,no,no,,6,jun,160,1,-1,0,,no
45,services,married,secondary,no,-158,yes,no,,2,jun,91,1,-1,0,,no
45,blue-collar,married,secondary,no,2718,yes,no,cellular,24,jul,304,2,-1,0,,no
56,admin.,divorced,secondary,no,985,no,yes,cellular,18,aug,150,2,-1,0,,no
43,management,married,,no,498,yes,no,,2,jun,73,5,-1,0,,no
60,blue-collar,married,,no,104,yes,no,,5,may,22,1,-1,0,,no
55,housemaid,divorced,,no,603,no,no,telephone,31,jul,91,2,-1,0,,no
27,management,single,tertiary,no,0,yes,no,cellular,5,feb,196,1,-1,0,,no
47,blue-collar,married,secondary,no,1021,no,no,cellular,13,aug,399,3,-1,0,,no
49,blue-collar,married,secondary,no,322,no,no,cellular,14,aug,356,2,-1,0,,no
26,admin.,single,secondary,yes,-930,yes,no,cellular,14,may,786,1,-1,0,,yes
30,admin.,married,tertiary,no,42,yes,yes,cellular,16,nov,75,1,-1,0,,no
31,unemployed,single,secondary,no,209,yes,no,cellular,6,may,193,1,-1,0,,no
69,retired,married,secondary,no,0,no,no,cellular,28,apr,184,2,126,2,other,yes
42,blue-collar,divorced,primary,no,103,yes,no,cellular,6,feb,170,1,-1,0,,no
27,management,single,tertiary,no,321,yes,no,cellular,13,may,173,2,307,1,other,no
29,entrepreneur,married,tertiary,no,0,yes,no,cellular,24,jul,36,1,-1,0,,no
45,management,married,tertiary,no,0,yes,no,cellular,5,may,469,2,342,1,failure,no
44,blue-collar,married,secondary,no,3610,yes,no,,29,may,23,15,-1,0,,no
44,management,married,tertiary,no,-600,yes,no,cellular,18,aug,360,1,-1,0,,no
56,technician,married,secondary,no,0,yes,no,cellular,20,apr,249,1,-1,0,,no
34,housemaid,married,secondary,no,-97,yes,yes,cellular,8,jul,119,2,-1,0,,no
36,management,divorced,tertiary,yes,-1,yes,yes,,23,may,268,1,-1,0,,no
34,technician,single,tertiary,no,2195,no,no,telephone,13,aug,490,3,-1,0,,no
46,entrepreneur,married,secondary,no,118,yes,no,cellular,9,jul,296,1,-1,0,,no
56,services,married,secondary,no,1989,no,no,cellular,3,aug,279,4,181,4,success,yes
32,technician,single,tertiary,no,257,yes,no,,2,jun,183,5,-1,0,,no
49,admin.,married,secondary,no,0,no,no,cellular,7,aug,301,2,-1,0,,no
35,technician,married,secondary,no,0,yes,no,cellular,6,apr,139,1,-1,0,,no
27,technician,single,secondary,no,3933,no,no,cellular,28,jul,837,3,-1,0,,yes
56,entrepreneur,married,tertiary,no,40,no,yes,cellular,11,jul,123,2,-1,0,,no
59,management,married,tertiary,no,3969,no,no,cellular,18,nov,464,3,-1,0,,no
30,management,married,tertiary,no,859,yes,no,,20,may,249,3,-1,0,,no
34,technician,married,tertiary,no,691,yes,yes,,2,jun,70,1,-1,0,,no
39,services,married,secondary,no,0,no,no,cellular,7,jul,333,5,-1,0,,no
51,admin.,married,secondary,no,949,no,no,cellular,5,aug,1092,1,-1,0,,yes
52,retired,married,,no,3303,no,no,,6,jun,33,1,-1,0,,no
51,management,married,tertiary,no,176,yes,yes,,1,jun,8,1,687,2,failure,no
41,blue-collar,married,secondary,no,2413,no,no,,16,jun,64,3,-1,0,,no
39,,single,,no,0,no,no,telephone,28,jan,28,1,-1,0,,no
47,blue-collar,married,primary,no,-301,yes,no,cellular,5,may,277,1,-1,0,,no
37,management,divorced,secondary,no,1287,yes,no,cellular,14,may,432,1,-1,0,,no
37,blue-collar,married,secondary,no,298,yes,no,cellular,31,jul,10,6,-1,0,,no
56,technician,divorced,,no,56,yes,no,,5,may,439,1,-1,0,,no
59,retired,married,primary,no,1930,no,no,,11,jun,453,1,-1,0,,no
38,management,married,tertiary,no,0,no,no,cellular,12,aug,119,2,-1,0,,no
30,admin.,married,secondary,no,0,no,no,cellular,15,jul,127,5,-1,0,,no
27,technician,single,tertiary,no,501,no,yes,telephone,30,jan,370,4,-1,0,,no
26,blue-collar,single,secondary,no,24,yes,no,,7,may,180,1,-1,0,,no
40,blue-collar,single,secondary,no,411,yes,no,cellular,5,may,197,1,-1,0,,no
35,technician,single,secondary,no,196,yes,no,cellular,21,nov,318,1,-1,0,,no
37,management,single,tertiary,no,2576,yes,no,cellular,13,may,417,1,-1,0,,no
56,services,married,,no,628,no,no,cellular,29,aug,96,2,-1,0,,no
53,management,married,tertiary,no,-670,no,yes,cellular,11,jul,86,2,-1,0,,no
46,unemployed,married,secondary,no,-125,yes,no,,6,may,23,1,-1,0,,no
57,services,married,secondary,no,140,yes,no,cellular,9,jul,143,1,-1,0,,no
39,technician,single,tertiary,no,5803,no,no,cellular,2,feb,83,3,-1,0,,no
56,retired,divorced,primary,no,1177,no,no,cellular,30,jul,39,2,-1,0,,no
39,technician,married,secondary,no,24,yes,no,cellular,28,jan,79,4,-1,0,,no
29,admin.,divorced,secondary,no,891,no,no,,12,may,820,1,-1,0,,no
46,services,married,secondary,no,74,yes,no,,15,may,101,4,-1,0,,no
34,services,married,secondary,no,244,no,no,cellular,4,feb,696,2,-1,0,,no
29,technician,single,tertiary,no,615,yes,no,cellular,18,may,373,1,-1,0,,yes
49,technician,married,secondary,no,1091,no,no,telephone,30,jul,47,2,-1,0,,no
33,admin.,married,secondary,no,1114,yes,no,cellular,14,jul,250,3,-1,0,,no
35,unemployed,single,secondary,no,145,no,no,cellular,17,jul,354,1,-1,0,,no
41,admin.,divorced,secondary,no,639,yes,no,cellular,8,may,88,1,-1,0,,no
59,retired,married,primary,no,-119,yes,no,,6,may,289,1,-1,0,,no
56,entrepreneur,married,secondary,no,535,yes,yes,,16,jun,345,4,-1,0,,no
38,admin.,single,secondary,no,3823,no,no,,6,jun,81,5,-1,0,,no
54,retired,married,primary,no,1379,no,no,,11,jun,136,1,-1,0,,no
59,admin.,married,secondary,no,4196,no,no,telephone,31,jul,10,2,-1,0,,no
39,admin.,single,secondary,no,762,yes,no,,8,may,288,1,-1,0,,no
53,management,married,tertiary,no,210,no,no,cellular,19,aug,96,2,-1,0,,no
48,blue-collar,married,primary,no,-254,yes,no,cellular,7,may,210,2,346,1,other,no
35,management,divorced,tertiary,no,178,yes,no,,23,may,703,2,-1,0,,no
42,management,single,tertiary,no,100,no,no,cellular,7,aug,64,2,-1,0,,no
41,blue-collar,married,secondary,no,475,yes,no,telephone,17,apr,254,1,-1,0,,no
53,management,married,tertiary,no,34230,yes,yes,cellular,7,may,279,1,358,9,other,no
34,technician,married,secondary,no,159,yes,no,cellular,18,oct,252,1,-1,0,,yes
38,services,divorced,secondary,no,792,no,no,,6,jun,430,1,-1,0,,no
38,technician,single,secondary,no,12926,yes,no,,3,jun,280,1,-1,0,,no
47,management,single,tertiary,no,440,no,no,cellular,21,aug,71,4,-1,0,,no
46,technician,married,secondary,no,966,yes,yes,cellular,19,aug,40,2,-1,0,,no
31,blue-collar,married,secondary,no,0,yes,no,,9,may,133,1,-1,0,,no
38,unemployed,married,secondary,no,926,no,no,,17,jun,705,5,-1,0,,no
31,technician,single,tertiary,no,2807,no,no,,8,nov,154,1,-1,0,,yes
50,admin.,single,primary,no,1367,no,no,telephone,30,jul,270,2,-1,0,,no
26,management,single,tertiary,no,350,no,no,cellular,8,jul,367,1,-1,0,,no
40,technician,married,primary,no,6110,yes,no,,16,may,217,1,-1,0,,no
32,housemaid,divorced,secondary,no,0,yes,no,cellular,11,jul,93,2,-1,0,,no
29,blue-collar,single,primary,no,269,no,no,telephone,6,feb,40,1,-1,0,,no
42,management,married,tertiary,no,687,no,no,cellular,11,aug,667,2,-1,0,,no
61,technician,married,primary,no,2282,no,no,cellular,25,nov,1092,1,-1,0,,no
41,technician,married,secondary,no,1190,no,no,cellular,25,aug,69,4,-1,0,,no
27,management,single,tertiary,yes,-308,yes,no,,16,may,213,16,-1,0,,no
54,blue-collar,divorced,secondary,no,462,yes,no,,23,may,260,3,-1,0,,no
53,entrepreneur,married,secondary,no,0,no,no,cellular,29,aug,88,3,-1,0,,no
53,management,divorced,tertiary,no,380,no,yes,cellular,5,jun,438,2,-1,0,,yes
39,self-employed,single,tertiary,no,1132,yes,no,,3,jun,216,1,-1,0,,no
44,management,married,tertiary,no,724,yes,no,cellular,17,nov,157,2,172,1,failure,no
38,blue-collar,married,primary,no,-459,yes,yes,cellular,19,nov,219,2,-1,0,,no
45,self-employed,married,secondary,no,571,yes,no,cellular,19,aug,361,5,-1,0,,no
33,management,single,tertiary,no,437,yes,no,cellular,21,nov,285,1,179,4,other,no
31,services,divorced,secondary,no,1222,yes,no,,20,may,532,1,-1,0,,no
41,blue-collar,married,primary,no,1250,yes,no,,20,may,1392,2,-1,0,,yes
43,management,single,tertiary,no,1806,yes,no,cellular,12,aug,161,2,-1,0,,no
38,admin.,married,secondary,no,384,no,no,cellular,3,feb,387,1,-1,0,,no
37,management,divorced,tertiary,no,42,yes,no,,7,may,564,3,-1,0,,no
30,management,single,tertiary,no,1028,no,no,cellular,4,feb,1294,2,-1,0,,yes
49,services,married,,no,463,yes,no,telephone,15,jul,541,2,-1,0,,no
40,technician,divorced,secondary,no,16,yes,no,telephone,12,may,34,12,347,5,other,no
24,blue-collar,single,secondary,no,630,yes,no,cellular,16,apr,296,1,-1,0,,no
37,unemployed,single,secondary,no,443,no,no,cellular,29,jan,1600,1,-1,0,,yes
44,admin.,divorced,secondary,no,445,yes,no,cellular,17,apr,142,1,-1,0,,no
41,management,divorced,tertiary,yes,-68,yes,yes,cellular,25,aug,463,22,-1,0,,no
33,blue-collar,married,secondary,no,798,yes,no,cellular,12,may,337,1,-1,0,,no
42,management,married,tertiary,no,2819,yes,no,cellular,18,nov,149,2,-1,0,,no
56,management,married,tertiary,no,746,no,no,cellular,30,apr,193,1,-1,0,,no
27,student,single,secondary,no,1925,no,no,cellular,22,may,190,1,-1,0,,no
47,technician,married,tertiary,no,150,yes,no,cellular,21,jul,212,7,-1,0,,no
44,admin.,married,secondary,no,469,yes,no,,9,may,88,4,-1,0,,no
47,technician,married,secondary,no,644,no,no,telephone,28,jan,54,3,160,13,failure,no
34,technician,married,secondary,no,-228,yes,no,cellular,20,apr,187,3,332,3,other,no
28,admin.,single,tertiary,no,1104,yes,no,cellular,28,jul,73,7,-1,0,,no
59,retired,divorced,tertiary,no,381,yes,no,,8,may,422,4,-1,0,,no
34,management,married,tertiary,no,997,yes,yes,cellular,21,nov,81,1,-1,0,,no
45,entrepreneur,married,secondary,no,-479,yes,no,cellular,30,jul,167,2,-1,0,,no
57,self-employed,married,tertiary,no,192,yes,no,cellular,7,may,320,1,-1,0,,no
49,management,married,tertiary,no,350,no,no,cellular,12,aug,238,6,-1,0,,no
36,admin.,single,secondary,no,507,yes,no,cellular,18,may,264,1,300,2,success,no
35,management,married,tertiary,no,925,no,no,cellular,8,jun,200,4,-1,0,,yes
29,admin.,single,secondary,no,-498,yes,no,cellular,2,feb,99,3,227,14,failure,no
30,management,single,secondary,no,1299,no,no,cellular,14,aug,515,2,-1,0,,no
46,blue-collar,married,secondary,no,624,yes,no,cellular,16,apr,201,1,-1,0,,no
34,admin.,married,secondary,no,353,no,yes,cellular,18,nov,126,3,-1,0,,no
39,blue-collar,married,primary,no,780,yes,no,,20,may,311,1,-1,0,,no
46,blue-collar,married,secondary,no,5,no,no,cellular,18,aug,71,3,-1,0,,no
54,management,married,tertiary,no,1146,yes,no,cellular,12,aug,205,2,-1,0,,no
61,retired,married,primary,no,1515,yes,no,cellular,15,apr,253,2,-1,0,,no
26,blue-collar,single,primary,no,409,yes,no,cellular,21,jul,577,2,-1,0,,yes
