age,job,marital,education,default,balance,housing,loan,contact,month,duration,campaign,previous,target,pdays_contacted
34,blue-collar,single,secondary,yes,-369,yes,no,,may,353,2,0,0,never
37,blue-collar,single,primary,no,12130,yes,no,,jun,429,13,0,0,never
50,technician,married,secondary,no,2,yes,yes,cellular,jul,171,3,0,0,never
50,blue-collar,divorced,primary,no,602,yes,no,cellular,jul,225,2,0,0,never
40,admin.,married,secondary,no,220,yes,no,,jun,69,3,0,0,never
44,management,married,tertiary,no,1034,no,no,cellular,nov,73,1,0,0,never
53,management,divorced,tertiary,no,269,no,no,cellular,aug,347,2,0,0,never
30,technician,single,secondary,no,518,yes,no,,jun,21,1,0,0,never
53,self-employed,divorced,secondary,no,8112,yes,yes,cellular,nov,64,1,0,0,never
44,blue-collar,single,secondary,no,36,yes,no,,may,712,1,0,0,never
30,services,married,secondary,no,357,yes,no,cellular,feb,215,3,4,0,contacted
51,management,married,secondary,no,335,no,no,cellular,apr,234,1,0,0,never
54,blue-collar,married,secondary,no,524,yes,no,,may,55,1,0,0,never
56,retired,divorced,tertiary,no,2370,no,no,cellular,jul,376,1,0,0,never
37,blue-collar,married,primary,no,240,yes,no,cellular,may,259,1,2,0,contacted
31,services,single,secondary,no,456,yes,no,cellular,jul,322,11,0,0,never
28,self-employed,single,tertiary,no,25,no,no,cellular,jul,618,1,0,0,never
53,admin.,divorced,tertiary,no,493,yes,yes,cellular,nov,64,3,0,0,never
30,technician,single,tertiary,no,53,no,no,cellular,apr,375,1,0,1,never
57,management,married,tertiary,yes,1218,yes,no,cellular,jul,317,6,0,0,never
45,unemployed,married,tertiary,no,1148,no,no,cellular,nov,782,2,0,0,never
41,management,married,tertiary,no,72,yes,no,,may,764,3,0,0,never
37,blue-collar,married,secondary,no,1818,yes,no,,jun,193,11,0,0,never
46,blue-collar,married,primary,no,252,yes,no,,may,570,2,0,0,never
37,admin.,married,secondary,no,7,yes,no,cellular,may,224,7,1,0,contacted
42,management,divorced,tertiary,no,1622,yes,no,cellular,aug,158,2,0,0,never
41,technician,married,secondary,no,77,yes,no,cellular,may,56,1,0,0,never
53,admin.,married,secondary,no,2924,no,no,cellular,nov,800,6,0,0,never
42,entrepreneur,married,tertiary,no,337,yes,yes,cellular,nov,63,3,0,0,never
35,management,single,tertiary,no,1494,yes,no,cellular,may,311,1,2,0,contacted
42,blue-collar,married,primary,no,505,yes,no,,may,521,2,0,0,never
59,blue-collar,married,secondary,no,-139,no,no,cellular,jul,33,1,0,0,never
55,management,divorced,tertiary,no,0,no,no,cellular,nov,120,2,0,0,never
35,unemployed,married,primary,no,4564,yes,no,telephone,feb,508,1,0,0,never
53,entrepreneur,married,tertiary,no,54,yes,yes,cellular,may,123,1,1,0,contacted
38,services,single,secondary,no,895,yes,no,cellular,may,1531,1,0,1,never
50,management,married,tertiary,no,258,no,no,cellular,aug,246,6,0,0,never
31,technician,single,secondary,yes,25,no,no,cellular,feb,381,1,0,0,never
25,technician,married,secondary,no,-276,yes,no,,jun,105,1,0,0,never
24,blue-collar,married,secondary,no,951,yes,no,,may,744,2,0,0,never
33,admin.,single,secondary,no,-300,yes,yes,cellular,jul,184,1,0,0,never
51,housemaid,married,primary,no,492,yes,no,,may,142,3,0,0,never
50,blue-collar,married,primary,no,2590,yes,no,telephone,nov,281,2,6,0,contacted
50,technician,divorced,,no,2794,no,no,cellular,aug,1336,2,0,1,never
46,technician,divorced,secondary,no,119,yes,no,,may,106,1,0,0,never
37,blue-collar,single,secondary,no,1672,yes,no,cellular,jul,484,1,0,0,never
32,management,single,tertiary,no,3097,yes,no,cellular,nov,167,1,0,0,never
37,management,married,secondary,no,80,no,no,cellular,aug,155,3,0,0,never
39,management,divorced,tertiary,no,1968,no,no,cellular,nov,648,1,0,1,never
43,blue-collar,married,primary,no,3917,no,no,cellular,jun,725,2,1,1,contacted
75,retired,married,tertiary,no,6027,no,no,cellular,may,809,1,4,1,contacted
57,retired,married,primary,no,641,no,yes,telephone,jan,124,4,0,0,never
54,unemployed,married,secondary,no,377,no,no,cellular,apr,1134,1,0,1,never
31,blue-collar,divorced,primary,no,158,yes,no,,may,157,1,0,0,never
73,retired,married,,no,739,no,no,cellular,sep,210,1,0,1,never
45,management,married,tertiary,no,1293,no,no,telephone,jul,188,3,0,0,never
24,blue-collar,single,secondary,no,-424,yes,no,cellular,apr,10,6,0,0,never
31,unemployed,single,secondary,no,0,no,no,cellular,nov,324,5,0,0,never
39,management,married,tertiary,no,1241,yes,no,cellular,jun,138,2,0,0,never
51,blue-collar,divorced,primary,no,1927,no,yes,cellular,jul,322,4,0,0,never
41,technician,single,tertiary,no,6029,yes,no,,may,254,2,0,0,never
32,admin.,divorced,secondary,no,-417,no,no,,may,25,5,0,0,never
36,management,single,tertiary,no,1379,no,no,cellular,may,189,1,1,1,contacted
49,self-employed,married,tertiary,no,147,no,yes,cellular,feb,559,1,4,0,contacted
32,services,single,secondary,no,-341,no,no,cellular,may,339,1,3,0,contacted
58,blue-collar,married,secondary,no,584,no,no,cellular,jan,339,1,0,0,never
35,unemployed,single,tertiary,no,2340,no,no,cellular,jul,420,9,0,0,never
57,entrepreneur,married,primary,no,6,yes,no,cellular,jul,126,6,0,0,never
32,technician,married,secondary,no,-410,yes,yes,cellular,may,179,3,0,0,never
36,management,divorced,tertiary,no,1057,no,no,cellular,feb,383,2,0,0,never
27,technician,single,secondary,no,527,yes,no,,may,118,1,0,0,never
58,admin.,married,secondary,no,1464,yes,yes,,jun,53,29,0,0,never
46,entrepreneur,married,tertiary,no,193,yes,no,cellular,may,201,8,0,0,never
33,management,divorced,tertiary,no,348,no,no,cellular,aug,71,2,0,0,never
30,technician,single,tertiary,no,3,yes,no,cellular,may,45,2,2,0,contacted
30,admin.,married,secondary,no,166,no,no,,jun,30,1,0,0,never
46,blue-collar,married,secondary,no,524,yes,no,telephone,may,15,7,0,0,never
36,management,single,tertiary,no,7606,yes,no,,may,917,1,0,1,never
55,,married,secondary,no,1785,no,no,cellular,aug,339,3,0,0,never
32,blue-collar,married,primary,no,1064,yes,no,,may,326,1,0,0,never
54,self-employed,divorced,tertiary,no,1323,no,no,,jun,47,4,0,0,never
34,blue-collar,single,secondary,no,1351,yes,no,cellular,may,334,2,0,0,never
44,blue-collar,married,secondary,no,85,yes,no,,may,116,2,0,0,never
37,services,married,secondary,no,1776,yes,yes,cellular,apr,224,1,0,0,never
42,technician,single,secondary,no,-15,no,no,,jun,71,1,0,0,never
36,unemployed,married,tertiary,no,7222,yes,no,cellular,jun,86,1,0,0,never
41,technician,married,secondary,no,801,no,no,cellular,aug,65,4,0,0,never
36,technician,married,tertiary,no,183,yes,no,,may,360,1,0,0,never
36,services,single,secondary,no,-253,yes,no,cellular,apr,1073,1,0,1,never
32,technician,single,tertiary,no,8047,yes,no,cellular,aug,16,13,0,0,never
36,entrepreneur,married,tertiary,no,84,no,yes,cellular,jul,306,14,0,0,never
31,blue-collar,married,secondary,no,1599,yes,no,,may,49,1,0,0,never
49,services,divorced,secondary,no,315,yes,no,,may,117,2,0,0,never
54,housemaid,divorced,tertiary,no,9,no,yes,cellular,jul,136,3,0,0,never
28,student,single,tertiary,no,385,yes,no,telephone,may,203,5,0,0,never
37,technician,single,tertiary,no,3943,no,no,cellular,nov,37,1,0,0,never
49,self-employed,married,tertiary,no,99,yes,yes,cellular,aug,83,1,0,0,never
37,services,married,secondary,no,2915,no,no,cellular,may,314,2,0,0,never
29,entrepreneur,married,secondary,yes,-388,yes,no,cellular,jul,411,3,0,0,never
38,admin.,single,secondary,no,2246,yes,no,cellular,jul,370,1,0,0,never
48,technician,married,secondary,no,5,no,no,,jun,65,6,0,0,never
51,management,divorced,tertiary,no,93,yes,yes,cellular,may,221,1,0,0,never
30,self-employed,single,tertiary,no,0,yes,no,cellular,may,57,1,1,0,contacted
29,services,divorced,secondary,no,590,yes,no,,may,76,2,0,0,never
40,services,married,,no,-516,yes,no,cellular,may,272,1,2,0,contacted
49,blue-collar,married,primary,no,130,no,no,,may,139,2,0,0,never
57,services,married,primary,no,2893,no,no,cellular,aug,207,2,0,0,never
31,technician,divorced,secondary,no,105,yes,no,cellular,jul,72,1,0,0,never
36,self-employed,single,secondary,no,15,no,no,cellular,nov,186,2,0,0,never
43,housemaid,married,secondary,no,150,no,no,telephone,jul,290,7,0,0,never
41,management,married,tertiary,no,1072,yes,no,cellular,may,199,1,0,0,never
44,management,married,primary,no,4758,yes,no,cellular,jul,712,6,0,1,never
46,admin.,married,secondary,no,0,no,yes,cellular,aug,225,1,0,0,never
39,blue-collar,married,secondary,no,3045,no,no,cellular,feb,260,2,0,0,never
27,housemaid,married,primary,no,275,yes,no,cellular,may,196,2,0,0,never
61,blue-collar,married,primary,no,7879,no,no,telephone,jul,186,9,0,0,never
43,technician,married,secondary,no,422,yes,no,cellular,may,181,2,1,0,contacted
47,technician,divorced,secondary,no,-105,no,no,telephone,aug,192,2,0,0,never
33,self-employed,divorced,tertiary,no,454,no,yes,cellular,nov,134,1,0,0,never
28,blue-collar,single,secondary,no,802,yes,no,,may,195,3,0,0,never
31,technician,single,secondary,no,849,yes,yes,,may,295,2,0,0,never
53,management,single,tertiary,no,1074,yes,no,,may,523,2,0,0,never
49,blue-collar,married,primary,no,247,no,yes,cellular,jul,283,1,0,0,never
38,management,married,tertiary,no,1463,yes,no,cellular,aug,425,4,0,0,never
33,technician,married,secondary,no,241,yes,no,cellular,may,1108,3,0,0,never
84,entrepreneur,married,secondary,no,0,no,no,telephone,sep,992,2,0,1,never
46,technician,divorced,tertiary,no,-243,no,yes,cellular,jul,251,5,0,0,never
51,management,divorced,secondary,no,-35,yes,no,cellular,may,498,1,5,0,contacted
53,management,divorced,secondary,no,28,yes,no,cellular,may,135,2,1,0,contacted
44,management,married,tertiary,no,2400,yes,no,,may,74,1,0,0,never
40,admin.,married,secondary,no,947,no,no,,jun,160,1,0,0,never
45,services,married,secondary,no,-158,yes,no,,jun,91,1,0,0,never
45,blue-collar,married,secondary,no,2718,yes,no,cellular,jul,304,2,0,0,never
56,admin.,divorced,secondary,no,985,no,yes,cellular,aug,150,2,0,0,never
43,management,married,,no,498,yes,no,,jun,73,5,0,0,never
60,blue-collar,married,,no,104,yes,no,,may,22,1,0,0,never
55,housemaid,divorced,,no,603,no,no,telephone,jul,91,2,0,0,never
27,management,single,tertiary,no,0,yes,no,cellular,feb,196,1,0,0,never
47,blue-collar,married,secondary,no,1021,no,no,cellular,aug,399,3,0,0,never
49,blue-collar,married,secondary,no,322,no,no,cellular,aug,356,2,0,0,never
26,admin.,single,secondary,yes,-930,yes,no,cellular,may,786,1,0,1,never
30,admin.,married,tertiary,no,42,yes,yes,cellular,nov,75,1,0,0,never
31,unemployed,single,secondary,no,209,yes,no,cellular,may,193,1,0,0,never
69,retired,married,secondary,no,0,no,no,cellular,apr,184,2,2,1,contacted
42,blue-collar,divorced,primary,no,103,yes,no,cellular,feb,170,1,0,0,never
27,management,single,tertiary,no,321,yes,no,cellular,may,173,2,1,0,contacted
29,entrepreneur,married,tertiary,no,0,yes,no,cellular,jul,36,1,0,0,never
45,management,married,tertiary,no,0,yes,no,cellular,may,469,2,1,0,contacted
44,blue-collar,married,secondary,no,3610,yes,no,,may,23,15,0,0,never
44,management,married,tertiary,no,-600,yes,no,cellular,aug,360,1,0,0,never
56,technician,married,secondary,no,0,yes,no,cellular,apr,249,1,0,0,never
34,housemaid,married,secondary,no,-97,yes,yes,cellular,jul,119,2,0,0,never
36,management,divorced,tertiary,yes,-1,yes,yes,,may,268,1,0,0,never
34,technician,single,tertiary,no,2195,no,no,telephone,aug,490,3,0,0,never
46,entrepreneur,married,secondary,no,118,yes,no,cellular,jul,296,1,0,0,never
56,services,married,secondary,no,1989,no,no,cellular,aug,279,4,4,1,contacted
32,technician,single,tertiary,no,257,yes,no,,jun,183,5,0,0,never
49,admin.,married,secondary,no,0,no,no,cellular,aug,301,2,0,0,never
35,technician,married,secondary,no,0,yes,no,cellular,apr,139,1,0,0,never
27,technician,single,secondary,no,3933,no,no,cellular,jul,837,3,0,1,never
56,entrepreneur,married,tertiary,no,40,no,yes,cellular,jul,123,2,0,0,never
59,management,married,tertiary,no,3969,no,no,cellular,nov,464,3,0,0,never
30,management,married,tertiary,no,859,yes,no,,may,249,3,0,0,never
34,technician,married,tertiary,no,691,yes,yes,,jun,70,1,0,0,never
39,services,married,secondary,no,0,no,no,cellular,jul,333,5,0,0,never
51,admin.,married,secondary,no,949,no,no,cellular,aug,1092,1,0,1,never
52,retired,married,,no,3303,no,no,,jun,33,1,0,0,never
51,management,married,tertiary,no,176,yes,yes,,jun,8,1,2,0,contacted
41,blue-collar,married,secondary,no,2413,no,no,,jun,64,3,0,0,never
39,,single,,no,0,no,no,telephone,jan,28,1,0,0,never
47,blue-collar,married,primary,no,-301,yes,no,cellular,may,277,1,0,0,never
37,management,divorced,secondary,no,1287,yes,no,cellular,may,432,1,0,0,never
37,blue-collar,married,secondary,no,298,yes,no,cellular,jul,10,6,0,0,never
56,technician,divorced,,no,56,yes,no,,may,439,1,0,0,never
59,retired,married,primary,no,1930,no,no,,jun,453,1,0,0,never
38,management,married,tertiary,no,0,no,no,cellular,aug,119,2,0,0,never
30,admin.,married,secondary,no,0,no,no,cellular,jul,127,5,0,0,never
27,technician,single,tertiary,no,501,no,yes,telephone,jan,370,4,0,0,never
26,blue-collar,single,secondary,no,24,yes,no,,may,180,1,0,0,never
40,blue-collar,single,secondary,no,411,yes,no,cellular,may,197,1,0,0,never
35,technician,single,secondary,no,196,yes,no,cellular,nov,318,1,0,0,never
37,management,single,tertiary,no,2576,yes,no,cellular,may,417,1,0,0,never
56,services,married,,no,628,no,no,cellular,aug,96,2,0,0,never
53,management,married,tertiary,no,-670,no,yes,cellular,jul,86,2,0,0,never
46,unemployed,married,secondary,no,-125,yes,no,,may,23,1,0,0,never
57,services,married,secondary,no,140,yes,no,cellular,jul,143,1,0,0,never
39,technician,single,tertiary,no,5803,no,no,cellular,feb,83,3,0,0,never
56,retired,divorced,primary,no,1177,no,no,cellular,jul,39,2,0,0,never
39,technician,married,secondary,no,24,yes,no,cellular,jan,79,4,0,0,never
29,admin.,divorced,secondary,no,891,no,no,,may,820,1,0,0,never
46,services,married,secondary,no,74,yes,no,,may,101,4,0,0,never
34,services,married,secondary,no,244,no,no,cellular,feb,696,2,0,0,never
29,technician,single,tertiary,no,615,yes,no,cellular,may,373,1,0,1,never
49,technician,married,secondary,no,1091,no,no,telephone,jul,47,2,0,0,never
33,admin.,married,secondary,no,1114,yes,no,cellular,jul,250,3,0,0,never
35,unemployed,single,secondary,no,145,no,no,cellular,jul,354,1,0,0,never
41,admin.,divorced,secondary,no,639,yes,no,cellular,may,88,1,0,0,never
59,retired,married,primary,no,-119,yes,no,,may,289,1,0,0,never
56,entrepreneur,married,secondary,no,535,yes,yes,,jun,345,4,0,0,never
38,admin.,single,secondary,no,3823,no,no,,jun,81,5,0,0,never
54,retired,married,primary,no,1379,no,no,,jun,136,1,0,0,never
59,admin.,married,secondary,no,4196,no,no,telephone,jul,10,2,0,0,never
39,admin.,single,secondary,no,762,yes,no,,may,288,1,0,0,never
53,management,married,tertiary,no,210,no,no,cellular,aug,96,2,0,0,never
48,blue-collar,married,primary,no,-254,yes,no,cellular,may,210,2,1,0,contacted
35,management,divorced,tertiary,no,178,yes,no,,may,703,2,0,0,never
42,management,single,tertiary,no,100,no,no,cellular,aug,64,2,0,0,never
41,blue-collar,married,secondary,no,475,yes,no,telephone,apr,254,1,0,0,never
53,management,married,tertiary,no,34230,yes,yes,cellular,may,279,1,9,0,contacted
34,technician,married,secondary,no,159,yes,no,cellular,oct,252,1,0,1,never
38,services,divorced,secondary,no,792,no,no,,jun,430,1,0,0,never
38,technician,single,secondary,no,12926,yes,no,,jun,280,1,0,0,never
47,management,single,tertiary,no,440,no,no,cellular,aug,71,4,0,0,never
46,technician,married,secondary,no,966,yes,yes,cellular,aug,40,2,0,0,never
31,blue-collar,married,secondary,no,0,yes,no,,may,133,1,0,0,never
38,unemployed,married,secondary,no,926,no,no,,jun,705,5,0,0,never
31,technician,single,tertiary,no,2807,no,no,,nov,154,1,0,1,never
50,admin.,single,primary,no,1367,no,no,telephone,jul,270,2,0,0,never
26,management,single,tertiary,no,350,no,no,cellular,jul,367,1,0,0,never
40,technician,married,primary,no,6110,yes,no,,may,217,1,0,0,never
32,housemaid,divorced,secondary,no,0,yes,no,cellular,jul,93,2,0,0,never
29,blue-collar,single,primary,no,269,no,no,telephone,feb,40,1,0,0,never
42,management,married,tertiary,no,687,no,no,cellular,aug,667,2,0,0,never
61,technician,married,primary,no,2282,no,no,cellular,nov,1092,1,0,0,never
41,technician,married,secondary,no,1190,no,no,cellular,aug,69,4,0,0,never
27,management,single,tertiary,yes,-308,yes,no,,may,213,16,0,0,never
54,blue-collar,divorced,secondary,no,462,yes,no,,may,260,3,0,0,never
53,entrepreneur,married,secondary,no,0,no,no,cellular,aug,88,3,0,0,never
53,management,divorced,tertiary,no,380,no,yes,cellular,jun,438,2,0,1,never
39,self-employed,single,tertiary,no,1132,yes,no,,jun,216,1,0,0,never
44,management,married,tertiary,no,724,yes,no,cellular,nov,157,2,1,0,contacted
38,blue-collar,married,primary,no,-459,yes,yes,cellular,nov,219,2,0,0,never
45,self-employed,married,secondary,no,571,yes,no,cellular,aug,361,5,0,0,never
33,management,single,tertiary,no,437,yes,no,cellular,nov,285,1,4,0,contacted
31,services,divorced,secondary,no,1222,yes,no,,may,532,1,0,0,never
41,blue-collar,married,primary,no,1250,yes,no,,may,1392,2,0,1,never
43,management,single,tertiary,no,1806,yes,no,cellular,aug,161,2,0,0,never
38,admin.,married,secondary,no,384,no,no,cellular,feb,387,1,0,0,never
37,management,divorced,tertiary,no,42,yes,no,,may,564,3,0,0,never
30,management,single,tertiary,no,1028,no,no,cellular,feb,1294,2,0,1,never
49,services,married,,no,463,yes,no,telephone,jul,541,2,0,0,never
40,technician,divorced,secondary,no,16,yes,no,telephone,may,34,12,5,0,contacted
24,blue-collar,single,secondary,no,630,yes,no,cellular,apr,296,1,0,0,never
37,unemployed,single,secondary,no,443,no,no,cellular,jan,1600,1,0,1,never
44,admin.,divorced,secondary,no,445,yes,no,cellular,apr,142,1,0,0,never
41,management,divorced,tertiary,yes,-68,yes,yes,cellular,aug,463,22,0,0,never
33,blue-collar,married,secondary,no,798,yes,no,cellular,may,337,1,0,0,never
42,management,married,tertiary,no,2819,yes,no,cellular,nov,149,2,0,0,never
56,management,married,tertiary,no,746,no,no,cellular,apr,193,1,0,0,never
27,student,single,secondary,no,1925,no,no,cellular,may,190,1,0,0,never
47,technician,married,tertiary,no,150,yes,no,cellular,jul,212,7,0,0,never
44,admin.,married,secondary,no,469,yes,no,,may,88,4,0,0,never
47,technician,married,secondary,no,644,no,no,telephone,jan,54,3,13,0,contacted
34,technician,married,secondary,no,-228,yes,no,cellular,apr,187,3,3,0,contacted
28,admin.,single,tertiary,no,1104,yes,no,cellular,jul,73,7,0,0,never
59,retired,divorced,tertiary,no,381,yes,no,,may,422,4,0,0,never
34,management,married,tertiary,no,997,yes,yes,cellular,nov,81,1,0,0,never
